event_date,channel,cpc
2023-12-04,Affiliate,0.284846625766871
2023-12-10,Affiliate,0.299660297239915
2023-12-16,Affiliate,0.199905660377358
2023-12-18,Affiliate,0.27455223880597
2023-12-20,Affiliate,0.221853754891298
2023-12-23,Affiliate,0.435885286783042
2023-12-25,Affiliate,0.429215329768271
2023-12-26,Affiliate,0.348027146464647
2023-12-28,Affiliate,0.27869918699187
2023-12-31,Affiliate,0.14509375
2024-01-03,Affiliate,0.665840336134454
2024-01-04,Affiliate,0.339668874172185
2024-01-08,Affiliate,0.125403422982885
2024-01-15,Affiliate,0.163640350877193
2024-01-16,Affiliate,0.218154761904762
2024-01-18,Affiliate,0.219467455621302
2024-01-19,Affiliate,0.380137931034483
2024-01-29,Affiliate,0.317217391304348
2024-01-30,Affiliate,0.218526315789474
2024-02-01,Affiliate,0.292745383129707
2024-02-04,Affiliate,0.350949554896142
2024-02-05,Affiliate,0.26476502801834
2024-02-15,Affiliate,0.203135593220339
2024-02-18,Affiliate,0.314288901803325
2024-02-19,Affiliate,0.400803333781422
2024-02-21,Affiliate,0.339071187519899
2024-02-24,Affiliate,0.246448598130841
2024-02-27,Affiliate,0.285266903914591
2024-03-01,Affiliate,0.317762557077626
2024-03-11,Affiliate,0.648173076923077
2024-03-13,Affiliate,0.676444444444445
2024-03-16,Affiliate,0.748528301886793
2024-03-18,Affiliate,0.614690265486726
2024-03-21,Affiliate,0.470862729334158
2024-03-23,Affiliate,0.457619047619048
2024-03-29,Affiliate,0.27474358974359
2024-03-30,Affiliate,0.376632124352332
2024-04-01,Affiliate,0.441697530864198
2024-04-03,Affiliate,0.138851851851852
2024-04-06,Affiliate,0.274358047016275
2024-04-07,Affiliate,0.110250521920668
2024-04-16,Affiliate,0.354957264957265
2024-04-23,Affiliate,0.727744360902256
2024-04-24,Affiliate,0.234601063829787
2024-04-25,Affiliate,0.225398773006135
2024-04-26,Affiliate,0.446356840833586
2024-04-27,Affiliate,0.771476510067114
2024-04-29,Affiliate,0.45268085106383
2024-04-30,Affiliate,0.370252100840336
2024-05-04,Affiliate,0.374195546466281
2024-05-06,Affiliate,0.245845070422535
2024-05-07,Affiliate,0.750105263157895
2024-05-08,Affiliate,0.224730538922156
2024-05-12,Affiliate,0.585555555555556
2024-05-13,Affiliate,0.223782383419689
2024-05-18,Affiliate,0.436369426751592
2024-05-21,Affiliate,0.384230769230769
2024-05-22,Affiliate,0.391976047904192
2024-05-23,Affiliate,0.114252077562327
2024-05-25,Affiliate,0.38448275862069
2024-06-04,Affiliate,0.34828313253012
2024-06-05,Affiliate,0.220674486803519
2024-06-06,Affiliate,0.560192307692308
2024-06-07,Affiliate,0.195744234800839
2024-06-08,Affiliate,0.177710843373494
2024-06-09,Affiliate,0.311145833333333
2024-06-11,Affiliate,0.494795918367347
2024-06-13,Affiliate,0.375215802911777
2024-06-19,Affiliate,0.30468085106383
2024-06-20,Affiliate,0.843749019607842
2024-06-23,Affiliate,0.301864406779661
2024-06-27,Affiliate,0.42693009118541
2024-06-30,Affiliate,0.336842105263158
2024-07-05,Affiliate,0.264140127388535
2024-07-10,Affiliate,0.274705882352941
2024-07-15,Affiliate,0.417935483870968
2024-07-17,Affiliate,0.463520412465518
2024-07-18,Affiliate,1.14485714285714
2024-07-20,Affiliate,0.29121957797874
2024-07-26,Affiliate,0.381762917933131
2024-07-27,Affiliate,0.664496644295302
2024-08-02,Affiliate,0.202777777777778
2024-08-05,Affiliate,0.397384615384615
2024-08-08,Affiliate,0.31376601758794
2024-08-10,Affiliate,0.405
2024-08-11,Affiliate,0.270595238095238
2024-08-14,Affiliate,0.261194029850746
2024-08-15,Affiliate,0.192027027027027
2024-08-25,Affiliate,0.346498673740053
2024-08-29,Affiliate,0.204583333333333
2024-08-30,Affiliate,0.383520408163265
2024-09-15,Affiliate,0.1938
2024-09-16,Affiliate,0.796120689655172
2024-09-17,Affiliate,0.292857142857143
2024-09-21,Affiliate,0.4356
2024-09-23,Affiliate,0.247786259541985
2024-09-24,Affiliate,0.314878648233487
2024-09-29,Affiliate,0.226171875
2024-09-30,Affiliate,0.1575
2024-10-03,Affiliate,0.219913294797688
2024-10-08,Affiliate,0.243989898989899
2024-10-09,Affiliate,0.211413043478261
2024-10-12,Affiliate,0.181865889212828
2024-10-14,Affiliate,0.471470588235294
2024-10-18,Affiliate,0.443732394366197
2024-10-21,Affiliate,0.273748802884345
2024-10-22,Affiliate,0.158450704225352
2024-10-27,Affiliate,0.382204301075269
2024-11-01,Affiliate,0.429915611814346
2024-11-04,Affiliate,0.24638783269962
2024-11-11,Affiliate,0.350666666666667
2024-11-12,Affiliate,0.476421052631579
2024-11-13,Affiliate,0.316401766004415
2024-11-19,Affiliate,0.421065573770492
2024-11-23,Affiliate,0.635996369734447
2024-12-04,Affiliate,0.268391385539723
2024-12-06,Affiliate,0.445302491103203
2024-12-12,Affiliate,0.34972602739726
2024-12-17,Affiliate,0.301399580940556
2024-12-19,Affiliate,0.24234375
2024-12-20,Affiliate,0.224707884615385
2024-12-22,Affiliate,0.112666666666667
2024-12-24,Affiliate,0.208192771084337
2024-12-29,Affiliate,0.291728723404255
2025-01-05,Affiliate,0.140133333333333
2025-01-21,Affiliate,0.25969696969697
2025-01-24,Affiliate,0.151264705882353
2025-01-26,Affiliate,0.216439790575916
2025-02-01,Affiliate,0.321813186813187
2025-02-10,Affiliate,0.34530612244898
2025-02-17,Affiliate,0.313112520554381
2025-02-18,Affiliate,0.174647519582245
2025-02-19,Affiliate,0.315062893081761
2025-02-22,Affiliate,1.40888888888889
2025-02-25,Affiliate,0.485851509433963
2025-02-27,Affiliate,0.593560606060606
2025-03-01,Affiliate,0.358969465648855
2025-03-04,Affiliate,0.155555555555556
2025-03-05,Affiliate,0.270985915492958
2025-03-09,Affiliate,0.59297994269341
2025-03-10,Affiliate,0.197484076433121
2025-03-12,Affiliate,0.149300699300699
2025-03-13,Affiliate,0.902222222222222
2025-03-14,Affiliate,0.143943217665615
2025-03-19,Affiliate,0.238859456806282
2025-03-20,Affiliate,0.358233618233618
2025-03-22,Affiliate,0.308219895287958
2025-03-29,Affiliate,0.160758377425044
2025-03-30,Affiliate,0.314690265486726
2025-04-01,Affiliate,0.371074168797954
2025-04-06,Affiliate,0.313594059405941
2025-04-13,Affiliate,0.361083621352432
2025-04-17,Affiliate,0.399323308270677
2025-04-21,Affiliate,0.202465753424658
2025-04-22,Affiliate,0.22908940397351
2025-04-25,Affiliate,0.366724137931034
2025-04-27,Affiliate,0.184818481848185
2025-05-02,Affiliate,1.14469387755102
2025-05-04,Affiliate,0.135978260869565
2025-05-08,Affiliate,0.336470588235294
2025-05-09,Affiliate,0.426415094339623
2025-05-12,Affiliate,0.325352480417755
2025-05-13,Affiliate,0.600772727272727
2025-05-14,Affiliate,0.42670868080604
2025-05-15,Affiliate,0.209724950884086
2025-05-20,Affiliate,0.536734693877551
2025-05-23,Affiliate,0.53952380952381
2025-05-27,Affiliate,0.263796296296296
2025-05-28,Affiliate,0.190028776978417
2025-05-30,Affiliate,0.105994436717663
2025-06-01,Affiliate,0.271225490196078
2025-06-02,Affiliate,0.851526717557252
2025-06-05,Affiliate,0.364296875
2025-06-07,Affiliate,0.31653961773984
2025-06-08,Affiliate,0.309040306216565
2025-06-14,Affiliate,0.177884615384615
2025-06-25,Affiliate,0.508779661016949
2025-06-26,Affiliate,0.24390625
2025-06-27,Affiliate,0.454122141552909
2025-06-29,Affiliate,0.882264150943396
2025-07-02,Affiliate,0.378376623376623
2025-07-11,Affiliate,0.273304093567251
2025-07-13,Affiliate,0.271279461279461
2025-07-16,Affiliate,0.344421487603306
2025-07-19,Affiliate,0.146266666666667
2025-07-21,Affiliate,0.506117420184273
2025-07-27,Affiliate,0.389852941176471
2025-07-28,Affiliate,0.33693775604599
2025-07-30,Affiliate,0.232065727699531
2025-08-05,Affiliate,1.17818181818182
2025-08-07,Affiliate,0.451272727272727
2025-08-08,Affiliate,0.24562015503876
2025-08-11,Affiliate,0.261942148760331
2025-08-14,Affiliate,0.318520710059172
2025-08-16,Affiliate,0.379901477832512
2025-08-17,Affiliate,0.333004807692308
2025-08-20,Affiliate,0.309377208480566
2025-08-21,Affiliate,0.204518518518519
2025-08-23,Affiliate,0.275590277777778
2025-08-27,Affiliate,0.439825581395349
2025-08-30,Affiliate,0.29406862745098
2025-08-31,Affiliate,0.174347826086957
2025-09-05,Affiliate,0.284197985129546
2025-09-06,Affiliate,0.206339714714715
2025-09-10,Affiliate,0.14830985915493
2025-09-13,Affiliate,0.603469387755102
2025-09-17,Affiliate,0.390024813895782
2025-09-18,Affiliate,0.274329268292683
2025-09-22,Affiliate,0.32046357615894
2025-09-25,Affiliate,0.376990763247448
2025-09-29,Affiliate,0.361776315789474
2025-09-30,Affiliate,0.520471204188482
2025-10-01,Affiliate,0.176534954407295
2025-10-03,Affiliate,0.286353383458647
2025-10-04,Affiliate,0.440101102941177
2025-10-07,Affiliate,0.138106060606061
2025-10-10,Affiliate,0.144256198347107
2025-10-15,Affiliate,0.272363401019335
2025-10-20,Affiliate,0.297038123167155
2025-10-22,Affiliate,0.454791666666667
2025-10-25,Affiliate,0.21370985417785
2025-10-31,Affiliate,0.267333333333333
2025-11-08,Affiliate,0.308422535211268
2025-11-10,Affiliate,0.47459150486624
2025-11-12,Affiliate,0.192689655172414
2025-11-13,Affiliate,0.367354085603113
2025-11-14,Affiliate,0.354413145539906
2025-11-18,Affiliate,0.283690773067332
2025-11-27,Affiliate,0.419333333333333
2025-11-28,Affiliate,0.293952941176471
2025-11-30,Affiliate,0.51883064516129
2025-12-03,Affiliate,0.19894495412844
2025-12-08,Affiliate,0.266821917808219
2025-12-13,Affiliate,0.305393700787402
2025-12-14,Affiliate,0.571593220338983
2025-12-15,Affiliate,0.220278810408922
2025-12-16,Affiliate,0.46734756097561
2025-12-23,Affiliate,0.552735426008969
2025-12-24,Affiliate,0.304295774647887
2025-12-26,Affiliate,0.483164555477364
2025-12-30,Affiliate,0.332691358024691
2025-12-31,Affiliate,0.476129032258065
2023-01-01,Direct,0.420309857314424
2023-01-04,Direct,0.367670588235294
2023-01-05,Direct,2.46180722891566
2023-01-06,Direct,0.351167192429022
2023-01-09,Direct,0.24410835214447
2023-01-10,Direct,0.468355184743743
2023-01-12,Direct,0.823253909006475
2023-01-15,Direct,0.59335816897496
2023-01-16,Direct,0.429941065292097
2023-01-17,Direct,0.599482517482517
2023-01-19,Direct,0.428795650006233
2023-01-21,Direct,0.493334098689154
2023-01-24,Direct,0.456645299145299
2023-01-25,Direct,0.243333333333333
2023-01-27,Direct,0.251730205278592
2023-01-28,Direct,0.587172236503856
2023-01-29,Direct,0.771666666666667
2023-02-05,Direct,0.588314785373609
2023-02-06,Direct,0.497292068324032
2023-02-09,Direct,0.466181001198243
2023-02-10,Direct,0.577988095238095
2023-02-11,Direct,1.10050251256281
2023-02-12,Direct,0.548939929328622
2023-02-13,Direct,0.267028871910386
2023-02-16,Direct,0.272047619047619
2023-02-17,Direct,0.568549657488419
2023-02-18,Direct,0.45921052631579
2023-02-21,Direct,0.419893401060425
2023-02-25,Direct,0.682202518819568
2023-02-26,Direct,0.673100436681223
2023-03-02,Direct,0.765254901960784
2023-03-03,Direct,0.218558951965066
2023-03-07,Direct,0.266035805626598
2023-03-08,Direct,0.486930904444306
2023-03-09,Direct,0.448151379720969
2023-03-10,Direct,0.340221681407549
2023-03-11,Direct,1.31372886184751
2023-03-13,Direct,0.398618421052632
2023-03-14,Direct,0.827634854771784
2023-03-18,Direct,0.462022471910112
2023-03-23,Direct,0.37257648715933
2023-03-24,Direct,1.09478971962617
2023-03-26,Direct,0.551304143242025
2023-03-27,Direct,0.475633802816901
2023-03-28,Direct,0.231726384364821
2023-03-29,Direct,0.534567430025445
2023-03-30,Direct,0.586456140350877
2023-03-31,Direct,0.94912761686263
2023-04-01,Direct,0.39945423941222
2023-04-02,Direct,1.38204419889503
2023-04-03,Direct,0.639692964276935
2023-04-05,Direct,0.645504885993485
2023-04-06,Direct,0.817545041516529
2023-04-08,Direct,0.255133020344288
2023-04-17,Direct,0.457164179104478
2023-04-21,Direct,0.604908529113457
2023-04-22,Direct,0.536634178791134
2023-05-01,Direct,1.61652631578947
2023-05-02,Direct,0.71750626412714
2023-05-05,Direct,0.274024144869215
2023-05-06,Direct,0.294705882352941
2023-05-09,Direct,0.238758344459279
2023-05-13,Direct,0.671793641467555
2023-05-14,Direct,0.444347826086957
2023-05-15,Direct,0.781666666666667
2023-05-17,Direct,0.368668664383562
2023-05-19,Direct,0.470774487471526
2023-05-20,Direct,0.331725768321513
2023-05-21,Direct,0.984268111839093
2023-05-24,Direct,0.250958083832335
2023-05-25,Direct,0.409591836734694
2023-05-26,Direct,0.477486338797814
2023-05-28,Direct,0.665686274509804
2023-05-29,Direct,0.273739742086753
2023-05-31,Direct,1.19923926464535
2023-06-01,Direct,0.362471482889734
2023-06-02,Direct,1.31193548387097
2023-06-03,Direct,0.423824406008738
2023-06-04,Direct,0.582936947186482
2023-06-05,Direct,0.335494505494506
2023-06-06,Direct,0.666864389233955
2023-06-07,Direct,0.712936859843135
2023-06-08,Direct,0.216816479400749
2023-06-10,Direct,0.618691756272401
2023-06-14,Direct,0.768187919463087
2023-06-15,Direct,0.362516129032258
2023-06-18,Direct,0.616622124334731
2023-06-20,Direct,0.606086738464787
2023-06-21,Direct,0.610334886127159
2023-06-23,Direct,0.536181818181818
2023-06-24,Direct,1.68491978609626
2023-06-26,Direct,0.390733590733591
2023-06-27,Direct,0.46118474581053
2023-06-28,Direct,0.591252485089463
2023-06-30,Direct,0.527928001876173
2023-07-01,Direct,0.884473645417609
2023-07-02,Direct,0.695049504950495
2023-07-06,Direct,0.498085714285714
2023-07-07,Direct,0.4696
2023-07-08,Direct,0.887525480489225
2023-07-09,Direct,0.468611111111111
2023-07-10,Direct,0.673470149253731
2023-07-13,Direct,0.330229885057471
2023-07-14,Direct,0.658562874251497
2023-07-15,Direct,0.201606425702811
2023-07-16,Direct,0.699941002949853
2023-07-17,Direct,0.419325396825397
2023-07-19,Direct,1.52192438162544
2023-07-20,Direct,0.259127516778523
2023-07-22,Direct,0.483132832080201
2023-07-23,Direct,0.863172413793103
2023-07-24,Direct,0.63530787037037
2023-07-25,Direct,0.509274447949527
2023-07-27,Direct,0.971347150259067
2023-07-29,Direct,0.968971962616823
2023-07-30,Direct,0.806519936204145
2023-07-31,Direct,0.738451612903226
2023-08-01,Direct,0.524817518248175
2023-08-03,Direct,0.478981707218938
2023-08-07,Direct,0.571651376146789
2023-08-08,Direct,0.356553287981859
2023-08-15,Direct,0.325930735930736
2023-08-17,Direct,0.405874119453811
2023-08-18,Direct,0.674103896103896
2023-08-19,Direct,0.613713567839196
2023-08-20,Direct,0.493264035087719
2023-08-21,Direct,0.534418949150493
2023-08-23,Direct,0.524291666666667
2023-08-27,Direct,0.731941391941392
2023-08-28,Direct,2.61261538461538
2023-08-31,Direct,0.303881118881119
2023-09-02,Direct,0.772446215257234
2023-09-05,Direct,0.358617021276596
2023-09-06,Direct,0.356058394160584
2023-09-10,Direct,2.90292682926829
2023-09-11,Direct,0.197863777089783
2023-09-12,Direct,0.69963503649635
2023-09-14,Direct,0.279312712682685
2023-09-17,Direct,0.431688311688312
2023-09-18,Direct,5.86304347826087
2023-09-20,Direct,0.364216417910448
2023-09-21,Direct,0.661153846153846
2023-09-26,Direct,0.245935162094763
2023-09-30,Direct,1.00125013625666
2023-10-02,Direct,0.390061919504644
2023-10-03,Direct,0.470459183673469
2023-10-04,Direct,0.121356184798808
2023-10-06,Direct,0.224478873239437
2023-10-07,Direct,0.42973474801061
2023-10-08,Direct,0.526206115405304
2023-10-10,Direct,0.282133333333333
2023-10-12,Direct,0.385780821917808
2023-10-15,Direct,0.541120278062187
2023-10-18,Direct,0.649593023255814
2023-10-19,Direct,0.716225165562914
2023-10-21,Direct,0.318620689655172
2023-10-22,Direct,0.539014598540146
2023-10-24,Direct,0.476918064771922
2023-10-25,Direct,1.49642857142857
2023-10-26,Direct,0.500221662528648
2023-10-28,Direct,0.513400653662938
2023-10-30,Direct,0.344623655913979
2023-11-01,Direct,0.532372093023256
2023-11-03,Direct,0.452199369258193
2023-11-05,Direct,0.659476620912844
2023-11-06,Direct,0.555526315789474
2023-11-07,Direct,0.288931034482759
2023-11-10,Direct,0.174574468085106
2023-11-13,Direct,0.472738336713996
2023-11-15,Direct,0.598543307086614
2023-11-21,Direct,0.562990867579909
2023-11-22,Direct,0.341960881530618
2023-11-25,Direct,0.574472392638037
2023-11-27,Direct,1.29011643728495
2023-11-28,Direct,0.547092344405666
2023-11-29,Direct,0.315229110512129
2023-11-30,Direct,0.373915857605178
2023-12-01,Direct,0.394139650872818
2023-12-03,Direct,0.55316742081448
2023-12-04,Direct,0.596468085106383
2023-12-05,Direct,0.838745980707396
2023-12-06,Direct,0.623688524590164
2023-12-08,Direct,0.437525252525252
2023-12-09,Direct,4.3738986013986
2023-12-10,Direct,0.407482513337285
2023-12-11,Direct,0.401384083044983
2023-12-12,Direct,1.68409090909091
2023-12-15,Direct,0.195562632696391
2023-12-18,Direct,0.2725
2023-12-19,Direct,0.484728220551379
2023-12-20,Direct,0.361249346120314
2023-12-21,Direct,0.712211597195337
2023-12-22,Direct,0.600177777777778
2023-12-23,Direct,0.36436644097987
2023-12-27,Direct,0.259815702045813
2023-12-30,Direct,0.614848484848485
2024-01-01,Direct,0.252616033755274
2024-01-02,Direct,0.942889994127618
2024-01-07,Direct,0.440056646620968
2024-01-09,Direct,0.517765919174961
2024-01-10,Direct,0.933970588235294
2024-01-15,Direct,0.518338762214984
2024-01-16,Direct,0.620960960960961
2024-01-18,Direct,0.34102766798419
2024-01-20,Direct,0.493685714285714
2024-01-21,Direct,0.353687752219532
2024-01-23,Direct,0.261574468085106
2024-01-25,Direct,0.512977941176471
2024-01-26,Direct,1.06984375
2024-01-27,Direct,0.635552631578947
2024-02-01,Direct,0.197258261933905
2024-02-03,Direct,0.130206794682422
2024-02-04,Direct,0.25197549770291
2024-02-05,Direct,1.03617866004963
2024-02-09,Direct,0.437828947368421
2024-02-10,Direct,0.390149666576956
2024-02-13,Direct,0.383670374115268
2024-02-16,Direct,0.6325625
2024-02-17,Direct,0.186895161290323
2024-02-18,Direct,0.534138888888889
2024-02-19,Direct,0.536611570247934
2024-02-20,Direct,0.435524871832416
2024-02-23,Direct,0.28872309963864
2024-02-28,Direct,0.462851711026616
2024-03-01,Direct,0.805647773279352
2024-03-02,Direct,0.430738786279683
2024-03-03,Direct,0.495182072829132
2024-03-06,Direct,1.14581750408497
2024-03-07,Direct,0.826666666666667
2024-03-08,Direct,0.293203162519344
2024-03-09,Direct,0.41453781512605
2024-03-11,Direct,0.245864593843121
2024-03-12,Direct,0.328780821917808
2024-03-14,Direct,0.428253164556962
2024-03-15,Direct,0.365724815724816
2024-03-16,Direct,0.44283950617284
2024-03-19,Direct,0.420340136054422
2024-03-20,Direct,0.932528815799133
2024-03-21,Direct,0.80562819376754
2024-03-23,Direct,0.343576703881535
2024-03-25,Direct,0.338934911242604
2024-03-28,Direct,0.749831121833534
2024-03-29,Direct,0.595836216839677
2024-03-30,Direct,0.45181338028169
2024-03-31,Direct,1.18957691461685
2024-04-01,Direct,0.468424301444177
2024-04-07,Direct,0.453612998188406
2024-04-09,Direct,0.559458064516129
2024-04-13,Direct,0.376954732510288
2024-04-14,Direct,0.542163865546218
2024-04-15,Direct,0.398616600790514
2024-04-16,Direct,0.693368700265252
2024-04-17,Direct,0.316411428571429
2024-04-18,Direct,0.517871853546911
2024-04-23,Direct,0.93710156895128
2024-04-24,Direct,0.46234188034188
2024-04-26,Direct,0.26579059350504
2024-04-27,Direct,0.237015649068758
2024-04-29,Direct,0.676845070422535
2024-05-01,Direct,0.442988635615251
2024-05-03,Direct,0.247859649122807
2024-05-04,Direct,0.470546218487395
2024-05-05,Direct,0.465194805194805
2024-05-06,Direct,0.768818616492797
2024-05-11,Direct,0.679532710280374
2024-05-14,Direct,0.558686567164179
2024-05-16,Direct,0.512624747606489
2024-05-17,Direct,0.384094827586207
2024-05-19,Direct,0.688512555219717
2024-05-21,Direct,0.480616732413479
2024-05-24,Direct,0.55517291156067
2024-05-25,Direct,1.22313479623824
2024-05-30,Direct,0.46407219117062
2024-06-01,Direct,0.483120437956204
2024-06-03,Direct,0.536263154172162
2024-06-04,Direct,0.442915407854985
2024-06-05,Direct,0.514395280235988
2024-06-08,Direct,0.616153846153846
2024-06-09,Direct,0.664373481304174
2024-06-10,Direct,0.583520408163265
2024-06-13,Direct,0.868461538461538
2024-06-15,Direct,0.381211180124224
2024-06-16,Direct,0.495244581060495
2024-06-17,Direct,0.648553353658537
2024-06-18,Direct,0.280891089108911
2024-06-21,Direct,0.381363394216134
2024-06-22,Direct,0.573574014209852
2024-06-23,Direct,0.51334573630088
2024-06-24,Direct,1.26577981651376
2024-06-26,Direct,0.17258726899384
2024-06-28,Direct,0.647093596059113
2024-06-29,Direct,0.533663194444444
2024-06-30,Direct,0.155444947209653
2024-07-04,Direct,0.331424148606811
2024-07-08,Direct,0.483195020746888
2024-07-09,Direct,0.8000625
2024-07-13,Direct,0.245285171102662
2024-07-15,Direct,0.422994048502157
2024-07-16,Direct,0.255844155844156
2024-07-19,Direct,0.735132743362832
2024-07-20,Direct,0.291131689363715
2024-07-21,Direct,0.599913417431193
2024-07-24,Direct,2.77238095238095
2024-07-25,Direct,0.458055925758971
2024-07-30,Direct,0.61025641025641
2024-08-01,Direct,0.233591654247392
2024-08-04,Direct,0.755702479338843
2024-08-07,Direct,0.865915492957747
2024-08-08,Direct,0.480469613259669
2024-08-10,Direct,0.452011834319527
2024-08-11,Direct,0.556096096096096
2024-08-12,Direct,0.41466049382716
2024-08-13,Direct,0.652133995037221
2024-08-16,Direct,0.265232439870767
2024-08-18,Direct,0.294357298474946
2024-08-20,Direct,1.16416666666667
2024-08-21,Direct,0.560716981132075
2024-08-22,Direct,0.540810904506776
2024-08-24,Direct,0.299667519181586
2024-08-26,Direct,0.631530185034888
2024-08-27,Direct,0.630754414546983
2024-08-28,Direct,0.330962441314554
2024-09-02,Direct,0.797720588235294
2024-09-05,Direct,0.624600831811726
2024-09-06,Direct,0.407590149147281
2024-09-07,Direct,0.731150793650794
2024-09-09,Direct,0.738847352024922
2024-09-12,Direct,0.422044609665427
2024-09-13,Direct,0.520324368231047
2024-09-15,Direct,0.432046511627907
2024-09-16,Direct,0.284071144322019
2024-09-17,Direct,0.476999587883783
2024-09-19,Direct,0.869173553719008
2024-09-20,Direct,0.80444776119403
2024-09-25,Direct,0.490393013100437
2024-09-28,Direct,0.842721518987342
2024-09-30,Direct,2.04571428571429
2024-10-01,Direct,0.531417322834646
2024-10-02,Direct,0.285939676813353
2024-10-03,Direct,0.940869565217391
2024-10-05,Direct,0.289028871391076
2024-10-06,Direct,0.638921915909443
2024-10-07,Direct,0.602291666666667
2024-10-08,Direct,0.45679968919969
2024-10-10,Direct,0.912908200734394
2024-10-19,Direct,0.785675675675676
2024-10-21,Direct,0.353020134228188
2024-10-25,Direct,0.460745098039216
2024-10-27,Direct,0.53956430301269
2024-10-28,Direct,0.470717488789238
2024-10-29,Direct,0.298571428571429
2024-10-30,Direct,0.563730569948187
2024-11-03,Direct,0.423937074649649
2024-11-06,Direct,1.09866666666667
2024-11-07,Direct,0.298291047879292
2024-11-08,Direct,0.699874257037118
2024-11-09,Direct,0.365890736342043
2024-11-11,Direct,0.34327731092437
2024-11-16,Direct,0.278992481203008
2024-11-17,Direct,0.41477143192902
2024-11-19,Direct,0.615988258317025
