event_date,channel,cvr
2023-12-10,Affiliate,0.0764331210191083
2023-12-16,Affiliate,0.10377358490566
2023-12-18,Affiliate,0.0522388059701493
2023-12-20,Affiliate,0.116959831976897
2023-12-23,Affiliate,0.122194513715711
2023-12-25,Affiliate,0.0653030303030303
2023-12-26,Affiliate,0.0868055555555555
2023-12-28,Affiliate,0.0447154471544715
2023-12-31,Affiliate,0.05625
2024-01-03,Affiliate,0.0294117647058824
2024-01-04,Affiliate,0.033112582781457
2024-01-08,Affiliate,0.0806845965770171
2024-01-15,Affiliate,0.109649122807018
2024-01-16,Affiliate,0.0833333333333333
2024-01-18,Affiliate,0.0532544378698225
2024-01-19,Affiliate,0.0586206896551724
2024-01-29,Affiliate,0.117391304347826
2024-01-30,Affiliate,0.0157894736842105
2024-02-01,Affiliate,0.0974696729671668
2024-02-04,Affiliate,0.148367952522255
2024-02-05,Affiliate,0.0963873323144845
2024-02-15,Affiliate,0.158898305084746
2024-02-18,Affiliate,0.081887503522119
2024-02-19,Affiliate,0.106640677510418
2024-02-21,Affiliate,0.0562559694364852
2024-02-24,Affiliate,0.0841121495327103
2024-02-27,Affiliate,0.0284697508896797
2024-03-01,Affiliate,0.136986301369863
2024-03-11,Affiliate,0.0384615384615385
2024-03-13,Affiliate,0.0555555555555556
2024-03-16,Affiliate,0.0490566037735849
2024-03-18,Affiliate,0.123893805309735
2024-03-21,Affiliate,0.0455529787672645
2024-03-23,Affiliate,0.0634920634920635
2024-03-29,Affiliate,0.0982905982905983
2024-03-30,Affiliate,0.0829015544041451
2024-04-01,Affiliate,0.0648148148148148
2024-04-03,Affiliate,0.0666666666666667
2024-04-06,Affiliate,0.027124773960217
2024-04-07,Affiliate,0.0563674321503132
2024-04-16,Affiliate,0.170940170940171
2024-04-23,Affiliate,0.0676691729323308
2024-04-24,Affiliate,0.0957446808510638
2024-04-25,Affiliate,0.113496932515337
2024-04-26,Affiliate,0.0720326185442464
2024-04-27,Affiliate,0.0604026845637584
2024-04-29,Affiliate,0.0553191489361702
2024-04-30,Affiliate,0.0588235294117647
2024-05-04,Affiliate,0.107752191785805
2024-05-06,Affiliate,0.0915492957746479
2024-05-07,Affiliate,0.0736842105263158
2024-05-08,Affiliate,0.0808383233532934
2024-05-12,Affiliate,0.0222222222222222
2024-05-13,Affiliate,0.0310880829015544
2024-05-18,Affiliate,0.0318471337579618
2024-05-21,Affiliate,0.0865384615384615
2024-05-22,Affiliate,0.0568862275449102
2024-05-23,Affiliate,0.204986149584488
2024-05-25,Affiliate,0.0610079575596817
2024-06-04,Affiliate,0.0602409638554217
2024-06-05,Affiliate,0.032258064516129
2024-06-06,Affiliate,0.0480769230769231
2024-06-07,Affiliate,0.0188679245283019
2024-06-08,Affiliate,0.0391566265060241
2024-06-09,Affiliate,0.0677083333333333
2024-06-11,Affiliate,0.0306122448979592
2024-06-13,Affiliate,0.0796936114732724
2024-06-19,Affiliate,0.074468085106383
2024-06-20,Affiliate,0.0870915032679739
2024-06-23,Affiliate,0.0254237288135593
2024-06-27,Affiliate,0.0942249240121581
2024-06-30,Affiliate,0.151315789473684
2024-07-05,Affiliate,0.0732484076433121
2024-07-10,Affiliate,0.0870588235294118
2024-07-15,Affiliate,0.103225806451613
2024-07-17,Affiliate,0.176421162950382
2024-07-18,Affiliate,0.0571428571428571
2024-07-20,Affiliate,0.110613993336507
2024-07-26,Affiliate,0.106382978723404
2024-07-27,Affiliate,0.0201342281879195
2024-08-02,Affiliate,0.0964912280701754
2024-08-05,Affiliate,0.0615384615384615
2024-08-08,Affiliate,0.21631595477387
2024-08-10,Affiliate,0.0491803278688525
2024-08-11,Affiliate,0.0595238095238095
2024-08-14,Affiliate,0.00746268656716418
2024-08-15,Affiliate,0.0585585585585586
2024-08-25,Affiliate,0.0547082228116711
2024-08-29,Affiliate,0.215909090909091
2024-08-30,Affiliate,0.239795918367347
2024-09-15,Affiliate,0.186666666666667
2024-09-16,Affiliate,0.0172413793103448
2024-09-17,Affiliate,0.038961038961039
2024-09-21,Affiliate,0.04
2024-09-23,Affiliate,0.0534351145038168
2024-09-24,Affiliate,0.0723502304147468
2024-09-29,Affiliate,0.0078125
2024-09-30,Affiliate,0.133720930232558
2024-10-03,Affiliate,0.147398843930636
2024-10-08,Affiliate,0.0505050505050505
2024-10-09,Affiliate,0.0434782608695652
2024-10-12,Affiliate,0.12536443148688
2024-10-14,Affiliate,0.147058823529412
2024-10-18,Affiliate,0.0563380281690141
2024-10-21,Affiliate,0.0480254633541773
2024-10-22,Affiliate,0.119718309859155
2024-10-25,Affiliate,0.0425531914893617
2024-10-27,Affiliate,0.0860215053763441
2024-11-01,Affiliate,0.126582278481013
2024-11-04,Affiliate,0.186311787072243
2024-11-11,Affiliate,0.0476190476190476
2024-11-12,Affiliate,0.0947368421052632
2024-11-13,Affiliate,0.0794701986754967
2024-11-19,Affiliate,0.147540983606557
2024-11-23,Affiliate,0.062248245609856
2024-12-04,Affiliate,0.0349734096537166
2024-12-06,Affiliate,0.0569395017793594
2024-12-12,Affiliate,0
2024-12-17,Affiliate,0.172774716746857
2024-12-19,Affiliate,0.0572916666666667
2024-12-20,Affiliate,0.0394230769230769
2024-12-22,Affiliate,0.03125
2024-12-24,Affiliate,0.0602409638554217
2024-12-29,Affiliate,0.0957446808510638
2025-01-05,Affiliate,0.373333333333333
2025-01-21,Affiliate,0.121212121212121
2025-01-24,Affiliate,0.0647058823529412
2025-01-26,Affiliate,0.0445026178010471
2025-02-01,Affiliate,0.043956043956044
2025-02-10,Affiliate,0.0282574568288854
2025-02-17,Affiliate,0.0506225041108762
2025-02-18,Affiliate,0.0352480417754569
2025-02-19,Affiliate,0.0188679245283019
2025-02-22,Affiliate,0.0909090909090909
2025-02-25,Affiliate,0.0473018867924529
2025-02-27,Affiliate,0.0378787878787879
2025-03-01,Affiliate,0.0916030534351145
2025-03-04,Affiliate,0.331746031746032
2025-03-05,Affiliate,0.138028169014085
2025-03-09,Affiliate,0.0257879656160458
2025-03-10,Affiliate,0.0573248407643312
2025-03-12,Affiliate,0.0606060606060606
2025-03-13,Affiliate,0.0833333333333333
2025-03-14,Affiliate,0.0347003154574132
2025-03-19,Affiliate,0.134514070680628
2025-03-20,Affiliate,0.0997150997150997
2025-03-22,Affiliate,0.0261780104712042
2025-03-29,Affiliate,0.0758377425044092
2025-03-30,Affiliate,0.0707964601769912
2025-04-01,Affiliate,0.117647058823529
2025-04-06,Affiliate,0.0455445544554455
2025-04-13,Affiliate,0.0741426958587587
2025-04-15,Affiliate,0.0658857979502196
2025-04-17,Affiliate,0.112781954887218
2025-04-21,Affiliate,0.0924657534246575
2025-04-22,Affiliate,0.130794701986755
2025-04-25,Affiliate,0.0172413793103448
2025-04-27,Affiliate,0.171617161716172
2025-05-02,Affiliate,0.0204081632653061
2025-05-04,Affiliate,0.0869565217391304
2025-05-08,Affiliate,0.0382607588489942
2025-05-09,Affiliate,0.0440251572327044
2025-05-12,Affiliate,0.203655352480418
2025-05-13,Affiliate,0.0545454545454545
2025-05-14,Affiliate,0.103651228778916
2025-05-15,Affiliate,0.0648330058939096
2025-05-20,Affiliate,0.0326530612244898
2025-05-23,Affiliate,0.131519274376417
2025-05-27,Affiliate,0.0462962962962963
2025-05-28,Affiliate,0.161151079136691
2025-05-30,Affiliate,0.0278164116828929
2025-06-01,Affiliate,0.196078431372549
2025-06-02,Affiliate,0.0610687022900763
2025-06-05,Affiliate,0.078125
2025-06-07,Affiliate,0.110317313045092
2025-06-08,Affiliate,0.0561089589866568
2025-06-14,Affiliate,0.256410256410256
2025-06-25,Affiliate,0.0847027445582035
2025-06-26,Affiliate,0.046875
2025-06-27,Affiliate,0.0444309190505174
2025-06-29,Affiliate,0.0377358490566038
2025-06-30,Affiliate,0.229411764705882
2025-07-02,Affiliate,0.0454545454545455
2025-07-11,Affiliate,0.0730994152046784
2025-07-13,Affiliate,0.0538720538720539
2025-07-16,Affiliate,0.0289256198347107
2025-07-19,Affiliate,0.0222222222222222
2025-07-21,Affiliate,0.0873419755731733
2025-07-27,Affiliate,0.0367647058823529
2025-07-28,Affiliate,0.0430157261794635
2025-07-30,Affiliate,0.122065727699531
2025-08-05,Affiliate,0
2025-08-07,Affiliate,0.0727272727272727
2025-08-08,Affiliate,0.189922480620155
2025-08-11,Affiliate,0.0867768595041322
2025-08-14,Affiliate,0.0118343195266272
2025-08-16,Affiliate,0.0492610837438424
2025-08-17,Affiliate,0.122596153846154
2025-08-20,Affiliate,0.056352513053109
2025-08-21,Affiliate,0.133333333333333
2025-08-23,Affiliate,0.114583333333333
2025-08-27,Affiliate,0.174418604651163
2025-08-30,Affiliate,0.0490196078431373
2025-08-31,Affiliate,0.0489130434782609
2025-09-01,Affiliate,0.100227790432802
2025-09-05,Affiliate,0.0637196437181211
2025-09-06,Affiliate,0.0823948948948948
2025-09-10,Affiliate,0.0394366197183099
2025-09-13,Affiliate,0.0612244897959184
2025-09-17,Affiliate,0.0446650124069479
2025-09-18,Affiliate,0.0518292682926829
2025-09-22,Affiliate,0.033112582781457
2025-09-25,Affiliate,0.0775401069518717
2025-09-29,Affiliate,0.0723684210526316
2025-09-30,Affiliate,0.0680628272251309
2025-10-01,Affiliate,0.060790273556231
2025-10-03,Affiliate,0.105263157894737
2025-10-04,Affiliate,0.0526960784313726
2025-10-07,Affiliate,0.0227272727272727
2025-10-10,Affiliate,0.0495867768595041
2025-10-15,Affiliate,0.0519213655853087
2025-10-20,Affiliate,0.0967741935483871
2025-10-22,Affiliate,0.0208333333333333
2025-10-25,Affiliate,0.0519435498300233
2025-10-31,Affiliate,0.0533333333333333
2025-11-08,Affiliate,0.0619718309859155
2025-11-10,Affiliate,0.0730914070523795
2025-11-12,Affiliate,0.0781609195402299
2025-11-13,Affiliate,0.0350194552529183
2025-11-14,Affiliate,0.15962441314554
2025-11-18,Affiliate,0.124688279301746
2025-11-27,Affiliate,0.0291666666666667
2025-11-28,Affiliate,0.0329411764705882
2025-11-30,Affiliate,0.173387096774194
2025-12-03,Affiliate,0.0596330275229358
2025-12-08,Affiliate,0.0876712328767123
2025-12-13,Affiliate,0.0354330708661417
2025-12-14,Affiliate,0.0576271186440678
2025-12-15,Affiliate,0.113382899628253
2025-12-16,Affiliate,0.0640243902439024
2025-12-23,Affiliate,0.00896860986547085
2025-12-24,Affiliate,0.0915492957746479
2025-12-26,Affiliate,0.0478536242083041
2025-12-30,Affiliate,0.0222222222222222
2025-12-31,Affiliate,0.0524193548387097
2023-01-01,Direct,0.0633560045549866
2023-01-04,Direct,0.0752941176470588
2023-01-05,Direct,0.0481927710843374
2023-01-06,Direct,0.0630914826498423
2023-01-09,Direct,0.0496613995485327
2023-01-10,Direct,0.0798569725864124
2023-01-12,Direct,0.096063448547231
2023-01-15,Direct,0.113248541608794
2023-01-16,Direct,0.0574809087437953
2023-01-17,Direct,0.0783216783216783
2023-01-19,Direct,0.1676741867132
2023-01-21,Direct,0.0971006929949069
2023-01-24,Direct,0.0811965811965812
2023-01-25,Direct,0.0466200466200466
2023-01-27,Direct,0.0381231671554252
2023-01-28,Direct,0.0745501285347044
2023-01-29,Direct,0.0747126436781609
2023-02-05,Direct,0.0620031796502385
2023-02-06,Direct,0.106409605952985
2023-02-07,Direct,0.0941176470588235
2023-02-09,Direct,0.0854413526827321
2023-02-10,Direct,0.110714285714286
2023-02-11,Direct,0.105527638190955
2023-02-12,Direct,0.0742049469964664
2023-02-13,Direct,0.0549662121027639
2023-02-16,Direct,0.0904761904761905
2023-02-17,Direct,0.0485136518695102
2023-02-18,Direct,0.285714285714286
2023-02-21,Direct,0.0360286163284022
2023-02-25,Direct,0.033716605313276
2023-02-26,Direct,0.139737991266376
2023-03-02,Direct,0.0884313725490195
2023-03-03,Direct,0.190684133915575
2023-03-07,Direct,0.104859335038363
2023-03-08,Direct,0.0506139749423425
2023-03-09,Direct,0.0828236868026053
2023-03-10,Direct,0.0507162405457144
2023-03-11,Direct,0.116398023403673
2023-03-13,Direct,0.149122807017544
2023-03-14,Direct,0.045643153526971
2023-03-18,Direct,0.0269662921348315
2023-03-23,Direct,0.0907691299790358
2023-03-24,Direct,0.0607476635514019
2023-03-26,Direct,0.0670880661068968
2023-03-27,Direct,0.112676056338028
2023-03-28,Direct,0.0488599348534202
2023-03-29,Direct,0.152671755725191
2023-03-30,Direct,0.0929824561403509
2023-03-31,Direct,0.0662078195201224
2023-04-01,Direct,0.0481840744062612
2023-04-02,Direct,0.00552486187845304
2023-04-03,Direct,0.0678281639678247
2023-04-05,Direct,0.0684039087947883
2023-04-06,Direct,0.0677254686928822
2023-04-08,Direct,0.0395148669796557
2023-04-17,Direct,0.0945273631840796
2023-04-20,Direct,0.155932203389831
2023-04-21,Direct,0.0423222520087022
2023-04-22,Direct,0.134105556098037
2023-05-01,Direct,0.0105263157894737
2023-05-02,Direct,0.0486762103344957
2023-05-05,Direct,0.0724346076458753
2023-05-06,Direct,0.0922098569157393
2023-05-09,Direct,0.276368491321762
2023-05-13,Direct,0.058427993210602
2023-05-14,Direct,0.150197628458498
2023-05-15,Direct,0.0222222222222222
2023-05-17,Direct,0.11875503626108
2023-05-19,Direct,0.113895216400911
2023-05-20,Direct,0.182033096926714
2023-05-21,Direct,0.0648170616624875
2023-05-24,Direct,0.0510766546377444
2023-05-25,Direct,0.038265306122449
2023-05-26,Direct,0.14207650273224
2023-05-28,Direct,0.0560224089635854
2023-05-29,Direct,0.0504103165298945
2023-05-31,Direct,0.0879493071751955
2023-06-01,Direct,0.0380228136882129
2023-06-02,Direct,0.092741935483871
2023-06-03,Direct,0.0767610269914417
2023-06-04,Direct,0.101152594897028
2023-06-05,Direct,0.0402930402930403
2023-06-06,Direct,0.0567431019440864
2023-06-07,Direct,0.0635795196845281
2023-06-08,Direct,0.161048689138577
2023-06-10,Direct,0.0627240143369176
2023-06-14,Direct,0.0335570469798658
2023-06-15,Direct,0.067741935483871
2023-06-18,Direct,0.0961085261221402
2023-06-20,Direct,0.0726428043501216
2023-06-21,Direct,0.0345547946121168
2023-06-23,Direct,0.11404958677686
2023-06-24,Direct,0.13903743315508
2023-06-26,Direct,0.027027027027027
2023-06-27,Direct,0.0789990325644448
2023-06-28,Direct,0.0715705765407555
2023-06-30,Direct,0.119254221388368
2023-07-01,Direct,0.100683659948454
2023-07-02,Direct,0.033003300330033
2023-07-06,Direct,0.134285714285714
2023-07-07,Direct,0.0866666666666667
2023-07-08,Direct,0.0434769947582994
2023-07-09,Direct,0.0802469135802469
2023-07-10,Direct,0.104477611940299
2023-07-13,Direct,0.0919540229885057
2023-07-14,Direct,0.063872255489022
2023-07-15,Direct,0.112449799196787
2023-07-16,Direct,0.100294985250737
2023-07-17,Direct,0.101641414141414
2023-07-19,Direct,0.086572438162544
2023-07-20,Direct,0.087248322147651
2023-07-22,Direct,0.0601503759398496
2023-07-23,Direct,0.0344827586206897
2023-07-24,Direct,0.0409669612794613
2023-07-25,Direct,0.0567823343848581
2023-07-27,Direct,0.0829015544041451
2023-07-29,Direct,0.0280373831775701
2023-07-30,Direct,0.115982190324296
2023-07-31,Direct,0.0709677419354839
2023-08-01,Direct,0.0547445255474453
2023-08-03,Direct,0.125900833275495
2023-08-07,Direct,0.105504587155963
2023-08-08,Direct,0.0884353741496599
2023-08-15,Direct,0.0692640692640693
2023-08-17,Direct,0.0559404177656106
2023-08-18,Direct,0.0207792207792208
2023-08-19,Direct,0.159500203721309
2023-08-20,Direct,0.0583333333333333
2023-08-21,Direct,0.0979351835056535
2023-08-23,Direct,0.1125
2023-08-27,Direct,0.0659340659340659
2023-08-28,Direct,0.0461538461538462
2023-08-31,Direct,0.0559440559440559
2023-09-02,Direct,0.0415755876807138
2023-09-05,Direct,0.283687943262411
2023-09-06,Direct,0.0948905109489051
2023-09-10,Direct,0.0731707317073171
2023-09-11,Direct,0.0743034055727554
2023-09-12,Direct,0.0802919708029197
2023-09-14,Direct,0.0563357175667695
2023-09-17,Direct,0.012987012987013
2023-09-18,Direct,0
2023-09-20,Direct,0.041044776119403
2023-09-21,Direct,0.0673076923076923
2023-09-26,Direct,0.0897755610972569
2023-09-30,Direct,0.0664957264957264
2023-10-02,Direct,0.0495356037151703
2023-10-03,Direct,0.0714285714285714
2023-10-04,Direct,0.0596125186289121
2023-10-06,Direct,0.0577464788732394
2023-10-07,Direct,0.0212201591511936
2023-10-08,Direct,0.099607094286836
2023-10-10,Direct,0.07
2023-10-12,Direct,0.0904109589041096
2023-10-15,Direct,0.0493183165382336
2023-10-18,Direct,0.00872093023255814
2023-10-19,Direct,0.0132450331125828
2023-10-21,Direct,0.0827586206896552
2023-10-22,Direct,0.072992700729927
2023-10-24,Direct,0.0160860356412504
2023-10-25,Direct,0.0952380952380952
2023-10-26,Direct,0.0902127896613191
2023-10-28,Direct,0.0367346743053883
2023-10-30,Direct,0.0716845878136201
2023-11-01,Direct,0.11937984496124
2023-11-03,Direct,0.0906519950637598
2023-11-05,Direct,0.0711625376632072
2023-11-06,Direct,0.0296052631578947
2023-11-07,Direct,0.0206896551724138
2023-11-10,Direct,0.0680851063829787
2023-11-13,Direct,0.0608519269776876
2023-11-15,Direct,0.0669291338582677
2023-11-21,Direct,0.0799086757990868
2023-11-22,Direct,0.0367820485418357
2023-11-25,Direct,0.0659993542137554
2023-11-27,Direct,0.075132937128558
2023-11-28,Direct,0.139454650402746
2023-11-29,Direct,0.0269541778975741
2023-11-30,Direct,0.0161812297734628
2023-12-01,Direct,0.112219451371571
2023-12-03,Direct,0.085972850678733
2023-12-04,Direct,0.0382978723404255
2023-12-05,Direct,0.0289389067524116
2023-12-06,Direct,0.0573770491803279
2023-12-08,Direct,0.106060606060606
2023-12-09,Direct,0.0827706775982636
2023-12-10,Direct,0.106253704801423
2023-12-11,Direct,0.0622837370242215
2023-12-12,Direct,0.109090909090909
2023-12-15,Direct,0.0658174097664544
2023-12-18,Direct,0.0433333333333333
2023-12-19,Direct,0.032531328320802
2023-12-20,Direct,0.0863121185701831
2023-12-21,Direct,0.0726459328085343
2023-12-22,Direct,0.0666666666666667
2023-12-23,Direct,0.111339085633296
2023-12-27,Direct,0.0534883720930232
2023-12-29,Direct,0.0467532467532468
2023-12-30,Direct,0.0909090909090909
2024-01-01,Direct,0.029535864978903
2024-01-02,Direct,0.171141249711607
2024-01-07,Direct,0.10663190209849
2024-01-09,Direct,0.0432263203878506
2024-01-10,Direct,0.220588235294118
2024-01-14,Direct,0.0625
2024-01-15,Direct,0.0358306188925081
2024-01-16,Direct,0.0840840840840841
2024-01-17,Direct,0.0580645161290323
2024-01-18,Direct,0.041501976284585
2024-01-20,Direct,0.0542857142857143
2024-01-21,Direct,0.0693704600484263
2024-01-23,Direct,0.0702127659574468
2024-01-25,Direct,0.0477941176470588
2024-01-26,Direct,0.0625
2024-01-27,Direct,0.0789473684210526
2024-01-31,Direct,0.0332594235033259
2024-02-01,Direct,0.0771113831089351
2024-02-03,Direct,0.051698670605613
2024-02-04,Direct,0.0765696784073507
2024-02-05,Direct,0.153846153846154
2024-02-09,Direct,0.0773026315789474
2024-02-10,Direct,0.0782123740318772
2024-02-13,Direct,0.0212335692618807
2024-02-16,Direct,0.11875
2024-02-17,Direct,0.0766129032258065
2024-02-18,Direct,0.0944444444444444
2024-02-19,Direct,0.0371900826446281
2024-02-20,Direct,0.051072067945558
2024-02-23,Direct,0.0474678245810081
2024-02-28,Direct,0.102661596958175
2024-03-01,Direct,0.0951417004048583
2024-03-02,Direct,0.153034300791557
2024-03-03,Direct,0.0448179271708684
2024-03-06,Direct,0.0568576388888889
2024-03-07,Direct,0.0396894290123457
2024-03-08,Direct,0.0519334412408175
2024-03-09,Direct,0.0798319327731092
2024-03-11,Direct,0.069863206551069
2024-03-12,Direct,0.0287671232876712
2024-03-14,Direct,0.0632911392405063
2024-03-15,Direct,0.0982800982800983
2024-03-16,Direct,0.0246913580246914
2024-03-19,Direct,0.0778218694885363
2024-03-20,Direct,0.054125981939652
2024-03-21,Direct,0.0720646876384582
2024-03-23,Direct,0.0360255688457371
2024-03-25,Direct,0.177514792899408
2024-03-28,Direct,0.0422195416164053
2024-03-29,Direct,0.077277970011534
2024-03-30,Direct,0.0897887323943662
2024-03-31,Direct,0.0447850061816886
2024-04-01,Direct,0.0852154499739898
2024-04-07,Direct,0.0429876207729469
2024-04-09,Direct,0.0812903225806452
2024-04-13,Direct,0.0864197530864198
2024-04-14,Direct,0.0630252100840336
2024-04-15,Direct,0.0790513833992095
2024-04-16,Direct,0.0397877984084881
2024-04-17,Direct,0.0788571428571429
2024-04-18,Direct,0.0869565217391304
2024-04-22,Direct,0.00980392156862745
2024-04-23,Direct,0.0506786084820767
2024-04-24,Direct,0.0615384615384615
2024-04-26,Direct,0.0686450167973125
2024-04-27,Direct,0.0273683657751016
2024-04-29,Direct,0.140845070422535
2024-05-01,Direct,0.0920987860052992
2024-05-03,Direct,0.0403508771929825
2024-05-04,Direct,0.00840336134453782
2024-05-05,Direct,0.038961038961039
2024-05-06,Direct,0.102862642821659
2024-05-11,Direct,0.135514018691589
2024-05-14,Direct,0.0358208955223881
2024-05-16,Direct,0.0877942980803602
2024-05-17,Direct,0.0775862068965517
2024-05-19,Direct,0.075680074401302
2024-05-21,Direct,0.0554114406763614
2024-05-24,Direct,0.0756414516955372
2024-05-25,Direct,0.0156739811912226
2024-05-30,Direct,0.0975712357088352
2024-06-01,Direct,0.113138686131387
2024-06-03,Direct,0.0562830843098198
2024-06-04,Direct,0.208459214501511
2024-06-05,Direct,0.0855457227138643
2024-06-08,Direct,0.0846153846153846
2024-06-09,Direct,0.0695798624540404
2024-06-10,Direct,0.0688775510204082
2024-06-13,Direct,0.0615384615384615
2024-06-15,Direct,0.0232919254658385
2024-06-16,Direct,0.0557269153275345
2024-06-17,Direct,0.0651422764227643
2024-06-18,Direct,0.0693069306930693
2024-06-21,Direct,0.040220700152207
2024-06-22,Direct,0.110097361542448
2024-06-23,Direct,0.0625590788003781
2024-06-24,Direct,0.119266055045872
2024-06-26,Direct,0.0513347022587269
2024-06-28,Direct,0.0443349753694581
2024-06-29,Direct,0.185763888888889
2024-06-30,Direct,0.0301659125188537
2024-07-04,Direct,0.0897832817337461
2024-07-08,Direct,0.029045643153527
2024-07-09,Direct,0.1
2024-07-11,Direct,0.101796407185629
2024-07-13,Direct,0.0228136882129278
2024-07-15,Direct,0.0719641024689983
2024-07-16,Direct,0.0272727272727273
2024-07-19,Direct,0.00884955752212389
2024-07-20,Direct,0.0388535511948496
2024-07-21,Direct,0.180275229357798
2024-07-24,Direct,0.119047619047619
2024-07-25,Direct,0.0434705916939419
2024-07-30,Direct,0.115384615384615
2024-08-01,Direct,0.0625931445603577
2024-08-02,Direct,0.0610169491525424
2024-08-04,Direct,0.0867768595041322
2024-08-07,Direct,0.0328638497652582
2024-08-08,Direct,0.069060773480663
2024-08-10,Direct,0.029585798816568
2024-08-11,Direct,0.0450450450450451
2024-08-12,Direct,0.0277777777777778
2024-08-13,Direct,0.0198511166253102
2024-08-16,Direct,0.0483427067129353
2024-08-18,Direct,0.0784313725490196
2024-08-20,Direct,0.127777777777778
2024-08-21,Direct,0.116981132075472
2024-08-22,Direct,0.0708635360857233
2024-08-24,Direct,0.051150895140665
2024-08-26,Direct,0.106390399834199
2024-08-27,Direct,0.0623186882488963
2024-08-28,Direct,0.0492957746478873
2024-09-02,Direct,0.0955882352941176
