event_date,channel,roas
2025-12-31,Affiliate,20.3202913279133
2023-01-01,Direct,41.1221659039648
2023-01-04,Direct,30.998784077819
2023-01-05,Direct,9.38716781676699
2023-01-06,Direct,17.8095580309019
2023-01-09,Direct,42.7406140188644
2023-01-10,Direct,51.9721084107393
2023-01-12,Direct,63.1291101244455
2023-01-15,Direct,102.160466242274
2023-01-16,Direct,44.2458266227883
2023-01-17,Direct,41.7013274852437
2023-01-19,Direct,289.03975224178
2023-01-21,Direct,42.8695458662938
2023-01-24,Direct,74.1764072808947
2023-01-25,Direct,29.2717693265639
2023-01-27,Direct,48.2649114631873
2023-01-28,Direct,19.9341972768268
2023-01-29,Direct,40.4095479258211
2023-02-05,Direct,10.4412106472098
2023-02-06,Direct,105.050204257561
2023-02-07,Direct,47.1894397420395
2023-02-09,Direct,79.2029892911549
2023-02-10,Direct,49.1663611460114
2023-02-11,Direct,23.2446575342466
2023-02-12,Direct,49.5474090762794
2023-02-13,Direct,20.1058847350759
2023-02-16,Direct,29.6926308419394
2023-02-17,Direct,47.0663401528923
2023-02-18,Direct,339.501473598035
2023-02-21,Direct,17.5903012001266
2023-02-25,Direct,21.4765338720208
2023-02-26,Direct,35.9564681458415
2023-03-02,Direct,22.6800061074083
2023-03-03,Direct,650.399533799534
2023-03-07,Direct,321.993078254182
2023-03-08,Direct,79.0821886965746
2023-03-09,Direct,79.9095003113022
2023-03-10,Direct,27.0706968830757
2023-03-11,Direct,564.229082874661
2023-03-13,Direct,103.830885184574
2023-03-14,Direct,12.0513386142585
2023-03-18,Direct,9.90389105058366
2023-03-23,Direct,103.44870451841
2023-03-24,Direct,12.5179375546877
2023-03-26,Direct,32.9056245813797
2023-03-27,Direct,49.0602605863192
2023-03-28,Direct,91.5387967388248
2023-03-29,Direct,66.0940809672276
2023-03-30,Direct,16.8858142874237
2023-03-31,Direct,18.9743736119785
2023-04-01,Direct,36.4399677913718
2023-04-02,Direct,1.44177493503898
2023-04-03,Direct,40.7595427842896
2023-04-05,Direct,55.2243023666549
2023-04-06,Direct,37.9108520890146
2023-04-08,Direct,24.840849652561
2023-04-17,Direct,37.4844923277832
2023-04-20,Direct,255.518586005831
2023-04-21,Direct,9.9434171008029
2023-04-22,Direct,152.885932194225
2023-05-01,Direct,1.84313342449697
2023-05-02,Direct,15.647424468239
2023-05-05,Direct,52.7000513987811
2023-05-06,Direct,37.3478987970006
2023-05-09,Direct,1639.19146675614
2023-05-13,Direct,16.9161914567534
2023-05-14,Direct,269.042459823282
2023-05-15,Direct,10.6712153518124
2023-05-17,Direct,94.7109275506525
2023-05-19,Direct,248.297430686602
2023-05-20,Direct,233.114167616876
2023-05-21,Direct,19.7195315492437
2023-05-24,Direct,41.2819154650846
2023-05-25,Direct,19.7754733432985
2023-05-26,Direct,196.200846875715
2023-05-28,Direct,5.57879234167894
2023-05-29,Direct,38.8326766595289
2023-05-31,Direct,16.7216886764842
2023-06-01,Direct,15.7228049931816
2023-06-02,Direct,26.1800774526678
2023-06-03,Direct,128.919400331484
2023-06-04,Direct,117.823653559647
2023-06-05,Direct,14.4270116824981
2023-06-06,Direct,17.1890346491019
2023-06-07,Direct,32.6972049070695
2023-06-08,Direct,1227.69459319399
2023-06-10,Direct,33.3445818729543
2023-06-14,Direct,17.5831731609296
2023-06-15,Direct,50.7383876134544
2023-06-18,Direct,72.1660370102259
2023-06-20,Direct,61.1762346575646
2023-06-21,Direct,34.9745627763922
2023-06-23,Direct,20.4386078485773
2023-06-24,Direct,52.9093563539419
2023-06-26,Direct,55.7899209486166
2023-06-27,Direct,112.992509973403
2023-06-28,Direct,32.2019838601211
2023-06-30,Direct,110.844260822133
2023-07-01,Direct,51.8137090261783
2023-07-02,Direct,8.42948717948718
2023-07-06,Direct,49.392015143693
2023-07-07,Direct,81.704571266326
2023-07-08,Direct,15.0130651915116
2023-07-09,Direct,91.6462490943819
2023-07-10,Direct,34.4774779766192
2023-07-13,Direct,110.710407239819
2023-07-14,Direct,27.2933866763654
2023-07-15,Direct,403.35438247012
2023-07-16,Direct,27.7682906271072
2023-07-17,Direct,246.729066996529
2023-07-19,Direct,175.088436332887
2023-07-20,Direct,146.281921781922
2023-07-22,Direct,67.2557451885667
2023-07-23,Direct,3.93728028124001
2023-07-24,Direct,18.8930346170476
2023-07-25,Direct,24.8833002973241
2023-07-27,Direct,38.1776817624153
2023-07-29,Direct,4.64882330246914
2023-07-30,Direct,174.253541508312
2023-07-31,Direct,35.4367901450288
2023-08-01,Direct,40.9240611961057
2023-08-03,Direct,208.741060295777
2023-08-07,Direct,50.5867437008506
2023-08-08,Direct,81.9775502416688
2023-08-15,Direct,141.356886704742
2023-08-17,Direct,141.868307407024
2023-08-18,Direct,2.20151812892537
2023-08-19,Direct,306.568853420689
2023-08-20,Direct,47.0938386158812
2023-08-21,Direct,457.310676829807
2023-08-23,Direct,42.293809107526
2023-08-27,Direct,29.12686417776
2023-08-28,Direct,3.42368390060064
2023-08-31,Direct,53.5066160395812
2023-09-02,Direct,41.5161368242537
2023-09-05,Direct,761.323445070701
2023-09-06,Direct,137.376383763838
2023-09-10,Direct,4.84179129558058
2023-09-11,Direct,123.175715850415
2023-09-12,Direct,18.8892018779343
2023-09-14,Direct,69.4535998666557
2023-09-17,Direct,15.3950060168472
2023-09-18,Direct,0
2023-09-20,Direct,43.4906259604549
2023-09-21,Direct,91.2693426410704
2023-09-26,Direct,196.091056580815
2023-09-30,Direct,110.783703683378
2023-10-02,Direct,27.2400190491309
2023-10-03,Direct,39.0894696887539
2023-10-04,Direct,107.817389168611
2023-10-06,Direct,31.3991717906889
2023-10-07,Direct,19.8596382939325
2023-10-08,Direct,147.442361486269
2023-10-10,Direct,79.9963374291115
2023-10-12,Direct,33.6560613592785
2023-10-15,Direct,20.8068265516525
2023-10-18,Direct,3.70621140248814
2023-10-19,Direct,2.8911696717522
2023-10-21,Direct,63.1075757575758
2023-10-22,Direct,35.423522242535
2023-10-24,Direct,10.5499270578438
2023-10-25,Direct,23.5250596658711
2023-10-26,Direct,136.594825114341
2023-10-28,Direct,47.2410290261705
2023-10-30,Direct,34.269994799792
2023-11-01,Direct,189.646368454773
2023-11-03,Direct,34.742117907632
2023-11-05,Direct,46.3823941514468
2023-11-06,Direct,13.2776527711985
2023-11-07,Direct,60.7943071965628
2023-11-10,Direct,89.0890920170628
2023-11-13,Direct,65.8258388397838
2023-11-15,Direct,106.510557126883
2023-11-21,Direct,15.7825134839207
2023-11-22,Direct,43.3238251990116
2023-11-25,Direct,23.0957083042505
2023-11-27,Direct,22.3016532757837
2023-11-28,Direct,159.689710189472
2023-11-29,Direct,6.64420692603677
2023-11-30,Direct,18.2074606196988
2023-12-01,Direct,116.207339449541
2023-12-03,Direct,57.5105930470348
2023-12-04,Direct,11.9763858172219
2023-12-05,Direct,11.718228867165
2023-12-06,Direct,22.9089236430543
2023-12-08,Direct,258.664204086344
2023-12-09,Direct,16.3854323354672
2023-12-10,Direct,163.334412757536
2023-12-11,Direct,40.2665517241379
2023-12-12,Direct,7.20761133603239
2023-12-15,Direct,76.7366192595809
2023-12-18,Direct,52.8407339449541
2023-12-19,Direct,13.8449252198347
2023-12-20,Direct,135.634924864155
2023-12-21,Direct,29.3325790778288
2023-12-22,Direct,44.157731042654
2023-12-23,Direct,143.2018159728
2023-12-27,Direct,17.8416326586438
2023-12-29,Direct,8.68067081604426
2023-12-30,Direct,47.1085099392147
2024-01-01,Direct,21.3496464562107
2024-01-02,Direct,213.162333816465
2024-01-07,Direct,175.967435053896
2024-01-09,Direct,13.0510460238159
2024-01-10,Direct,104.515194457566
2024-01-14,Direct,10.4322666512355
2024-01-15,Direct,3.80443662414378
2024-01-16,Direct,27.7933068962182
2024-01-17,Direct,88.7847560251692
2024-01-18,Direct,20.9345734816875
2024-01-20,Direct,34.947711094392
2024-01-21,Direct,100.583709295834
2024-01-23,Direct,37.2478444769806
2024-01-25,Direct,15.320791227693
2024-01-26,Direct,16.0645538191909
2024-01-27,Direct,30.2551447145046
2024-01-31,Direct,20.833343072518
2024-02-01,Direct,167.846612062547
2024-02-03,Direct,223.033011911514
2024-02-04,Direct,116.671386896803
2024-02-05,Direct,96.2211312802337
2024-02-09,Direct,46.1504132231405
2024-02-10,Direct,91.6263543503068
2024-02-13,Direct,8.5624192910792
2024-02-16,Direct,39.1602608437901
2024-02-17,Direct,95.3641855447681
2024-02-18,Direct,51.9570960528369
2024-02-19,Direct,19.6937471122748
2024-02-20,Direct,67.9629079661236
2024-02-23,Direct,66.5049231186344
2024-02-28,Direct,213.711410498645
2024-03-01,Direct,47.0255031533456
2024-03-02,Direct,125.773047473201
2024-03-03,Direct,91.8317682995814
2024-03-06,Direct,35.466749177578
2024-03-07,Direct,15.1390346654366
2024-03-08,Direct,63.8777133313553
2024-03-09,Direct,49.6789985809852
2024-03-11,Direct,168.002111835491
2024-03-12,Direct,30.7489271280363
2024-03-14,Direct,65.3218254906597
2024-03-15,Direct,62.919785018475
2024-03-16,Direct,24.37998327293
2024-03-19,Direct,22.3519868739834
2024-03-20,Direct,20.7386503217517
2024-03-21,Direct,46.7956154254383
2024-03-23,Direct,24.1902805193897
2024-03-25,Direct,238.079434357542
2024-03-28,Direct,20.9470890107945
2024-03-29,Direct,40.7122282661298
2024-03-30,Direct,38.1279663328528
2024-03-31,Direct,9.45299476714036
2024-04-01,Direct,82.4525056607692
2024-04-07,Direct,63.6666227255175
2024-04-09,Direct,37.4319156787675
2024-04-13,Direct,54.2102620087336
2024-04-14,Direct,37.5831363583524
2024-04-15,Direct,77.846207238473
2024-04-16,Direct,18.4579954093344
2024-04-17,Direct,37.1869536950083
2024-04-18,Direct,25.1520480756484
2024-04-22,Direct,13.1429617426323
2024-04-23,Direct,15.9431090898689
2024-04-24,Direct,52.8148038599475
2024-04-26,Direct,59.0925659933994
2024-04-27,Direct,35.3122072687476
2024-04-29,Direct,85.8362327284834
2024-05-01,Direct,121.382151201723
2024-05-03,Direct,19.3424405436014
2024-05-04,Direct,3.58960621484061
2024-05-05,Direct,21.5581080003191
2024-05-06,Direct,55.5183961945785
2024-05-11,Direct,111.237037546417
2024-05-14,Direct,3.06320795041676
2024-05-16,Direct,47.4558461432806
2024-05-17,Direct,144.07260689036
2024-05-19,Direct,67.5804765792748
2024-05-21,Direct,44.4023695509656
2024-05-24,Direct,12.4297113186474
2024-05-25,Direct,3.61507509354657
2024-05-30,Direct,64.5873405013317
2024-06-01,Direct,171.123059490085
2024-06-03,Direct,33.7492862849504
2024-06-04,Direct,217.229084956175
2024-06-05,Direct,47.4277440073403
2024-06-08,Direct,18.7792759051186
2024-06-09,Direct,71.8931878997651
2024-06-10,Direct,25.6305849436041
2024-06-13,Direct,24.6670800118099
2024-06-15,Direct,30.5305906313646
2024-06-16,Direct,58.9279558294313
2024-06-17,Direct,63.6039978073562
2024-06-18,Direct,195.179414874868
2024-06-21,Direct,21.6301676816608
2024-06-22,Direct,63.3309001945616
2024-06-23,Direct,32.7864184153789
2024-06-24,Direct,40.5293179676741
2024-06-26,Direct,139.277334919691
2024-06-28,Direct,21.4291260657734
2024-06-29,Direct,114.940499040307
2024-06-30,Direct,69.128080729672
2024-07-04,Direct,182.730406352172
2024-07-08,Direct,24.9364534134822
2024-07-09,Direct,34.6354972267792
2024-07-11,Direct,75.9709505776329
2024-07-13,Direct,20.8000310029453
2024-07-15,Direct,74.1512600976946
2024-07-16,Direct,21.221269035533
2024-07-19,Direct,1.66317563500662
2024-07-20,Direct,69.7068554814228
2024-07-21,Direct,200.044531771631
2024-07-24,Direct,15.1972689797321
2024-07-25,Direct,54.2985848289344
2024-07-30,Direct,80.7953781512605
2024-08-01,Direct,28.3709327548807
2024-08-02,Direct,46.5039835239283
2024-08-04,Direct,96.3538932633421
2024-08-07,Direct,20.2111255692908
2024-08-08,Direct,35.6988443626746
2024-08-10,Direct,29.1443906270454
2024-08-11,Direct,13.8924829895237
2024-08-12,Direct,5.19032378116859
2024-08-13,Direct,5.63623910810091
2024-08-16,Direct,28.3206777206816
2024-08-18,Direct,116.969358300644
2024-08-20,Direct,43.7082319255548
2024-08-21,Direct,204.993943064809
2024-08-22,Direct,21.4231049751353
2024-08-24,Direct,29.9367585559444
2024-08-26,Direct,81.9854963999379
2024-08-27,Direct,66.491313295766
2024-08-28,Direct,22.2543442797362
2024-09-02,Direct,42.6466955479768
2024-09-05,Direct,16.990353165255
2024-09-06,Direct,82.0157275838462
2024-09-07,Direct,1.77058344640434
2024-09-09,Direct,22.9640342370452
2024-09-12,Direct,27.2885580903726
2024-09-13,Direct,202.704290924394
2024-09-15,Direct,62.2872214447196
2024-09-16,Direct,77.0451124954863
2024-09-17,Direct,111.836962890593
2024-09-19,Direct,50.5039459922031
2024-09-20,Direct,1.7413262087647
2024-09-25,Direct,15.3081032947462
2024-09-28,Direct,140.430416823132
2024-09-30,Direct,27.1851095831543
2024-10-01,Direct,15.9162345038771
2024-10-02,Direct,54.9005397121562
2024-10-03,Direct,12.8280961182994
2024-10-05,Direct,27.4451507446422
2024-10-06,Direct,52.4580148958313
2024-10-07,Direct,112.850686037127
2024-10-08,Direct,414.074972244777
2024-10-10,Direct,9.12796761299957
2024-10-19,Direct,41.4297385620915
2024-10-21,Direct,14.022433460076
2024-10-25,Direct,29.3475189377819
2024-10-27,Direct,27.4020468260275
2024-10-28,Direct,48.9200724016386
2024-10-29,Direct,260.842270252434
2024-10-30,Direct,51.0859375
2024-11-03,Direct,24.1788792808022
2024-11-06,Direct,591.567556634304
2024-11-07,Direct,402.090513822672
2024-11-08,Direct,84.3098931278569
2024-11-09,Direct,51.9679304076863
