event_date,channel,ctr
2023-07-15,Affiliate,0.0479073909171861
2023-07-16,Affiliate,0.0392768079800499
2023-07-17,Affiliate,0.0177908113391984
2023-07-31,Affiliate,0.0393877551020408
2023-08-03,Affiliate,0.0307270849427334
2023-08-04,Affiliate,0.0155814334918813
2023-08-11,Affiliate,0.0236902927580894
2023-08-14,Affiliate,0.0261862130707252
2023-08-18,Affiliate,0.0562599049128368
2023-08-19,Affiliate,0.0449225174364695
2023-08-22,Affiliate,0.0256768733432498
2023-08-24,Affiliate,0.0377687391051714
2023-08-26,Affiliate,0.0321477699049054
2023-08-27,Affiliate,0.0251608021188044
2023-08-31,Affiliate,0.0422894121088038
2023-09-01,Affiliate,0.0359435173299101
2023-09-10,Affiliate,0.045706783602242
2023-09-15,Affiliate,0.0459128276717853
2023-09-19,Affiliate,0.0272988505747126
2023-09-23,Affiliate,0.0327234318509381
2023-09-24,Affiliate,0.0383490412739682
2023-09-26,Affiliate,0.0419503219871205
2023-09-28,Affiliate,0.0435461823862527
2023-09-30,Affiliate,0.01278928136419
2023-10-02,Affiliate,0.0308236483072259
2023-10-10,Affiliate,0.0515679442508711
2023-10-19,Affiliate,0.0242183264052051
2023-10-22,Affiliate,0.0237707845241608
2023-10-23,Affiliate,0.0326285565126599
2023-10-24,Affiliate,0.01772030651341
2023-10-27,Affiliate,0.0113794954374665
2023-10-28,Affiliate,0.0238396624472574
2023-11-02,Affiliate,0.0254738129203179
2023-11-03,Affiliate,0.0195629185759605
2023-11-04,Affiliate,0.0223520743402625
2023-11-07,Affiliate,0.0594914835843002
2023-11-08,Affiliate,0.0438097540631194
2023-11-10,Affiliate,0.0343463780183181
2023-11-13,Affiliate,0.0309168443496802
2023-11-21,Affiliate,0.0433673469387755
2023-11-22,Affiliate,0.0381573744563068
2023-11-23,Affiliate,0.0300446609825416
2023-11-24,Affiliate,0.0437174290677475
2023-11-26,Affiliate,0.0189125295508274
2023-12-04,Affiliate,0.0438998114732023
2023-12-10,Affiliate,0.0559515324305061
2023-12-16,Affiliate,0.0541258169934641
2023-12-18,Affiliate,0.0363735070575462
2023-12-20,Affiliate,0.0346960810031509
2023-12-23,Affiliate,0.0344649763644177
2023-12-25,Affiliate,0.0330058139912282
2023-12-26,Affiliate,0.0275356879006697
2023-12-28,Affiliate,0.0285019117135905
2023-12-31,Affiliate,0.0521852576647097
2024-01-04,Affiliate,0.0310635671672495
2024-01-08,Affiliate,0.0388119187701651
2024-01-15,Affiliate,0.0418195157740279
2024-01-16,Affiliate,0.0415944540727903
2024-01-18,Affiliate,0.0546925566343042
2024-01-19,Affiliate,0.0339022679448211
2024-01-30,Affiliate,0.040676514664954
2024-02-01,Affiliate,0.033751256959051
2024-02-04,Affiliate,0.035031185031185
2024-02-05,Affiliate,0.0495120290721632
2024-02-15,Affiliate,0.0497470489038786
2024-02-18,Affiliate,0.0398695422885647
2024-02-19,Affiliate,0.0303289023403853
2024-02-21,Affiliate,0.0393196707380196
2024-02-24,Affiliate,0.0445369406867846
2024-02-27,Affiliate,0.0428484293992071
2024-03-01,Affiliate,0.0372956403269755
2024-03-11,Affiliate,0.011908851482881
2024-03-13,Affiliate,0.0190516511430991
2024-03-16,Affiliate,0.0221850146504814
2024-03-18,Affiliate,0.0141995476250314
2024-03-21,Affiliate,0.0352886887304032
2024-03-23,Affiliate,0.031589503593515
2024-03-29,Affiliate,0.0394238059135709
2024-03-30,Affiliate,0.0349131693198263
2024-04-03,Affiliate,0.0358851674641148
2024-04-06,Affiliate,0.0444676744934062
2024-04-07,Affiliate,0.0517278617710583
2024-04-16,Affiliate,0.0193580410324289
2024-04-23,Affiliate,0.014120394946385
2024-04-24,Affiliate,0.0383477817440082
2024-04-25,Affiliate,0.0218498659517426
2024-04-26,Affiliate,0.0225490076696333
2024-04-27,Affiliate,0.0217106221768906
2024-04-29,Affiliate,0.0225592781031007
2024-04-30,Affiliate,0.0238142885731439
2024-05-04,Affiliate,0.0384783507846666
2024-05-06,Affiliate,0.0356739103127748
2024-05-07,Affiliate,0.0232444335698556
2024-05-08,Affiliate,0.0303277944247707
2024-05-12,Affiliate,0.0234436051054962
2024-05-13,Affiliate,0.0487620010106114
2024-05-18,Affiliate,0.02230430458872
2024-05-21,Affiliate,0.0347245409015025
2024-05-22,Affiliate,0.038783093358105
2024-05-23,Affiliate,0.0625054107869449
2024-05-25,Affiliate,0.039410411875392
2024-06-04,Affiliate,0.0321021079094953
2024-06-05,Affiliate,0.0516588395697622
2024-06-06,Affiliate,0.0294701048455653
2024-06-07,Affiliate,0.0353333333333333
2024-06-09,Affiliate,0.0410695187165775
2024-06-13,Affiliate,0.0352039794421297
2024-06-19,Affiliate,0.0326388888888889
2024-06-20,Affiliate,0.0314576047888969
2024-06-23,Affiliate,0.0432234432234432
2024-06-27,Affiliate,0.0357414448669202
2024-06-30,Affiliate,0.0288097043214556
2024-07-05,Affiliate,0.0438302624232272
2024-07-10,Affiliate,0.0503494846582159
2024-07-15,Affiliate,0.0306263584271883
2024-07-17,Affiliate,0.0332268977704461
2024-07-18,Affiliate,0.0122591943957968
2024-07-20,Affiliate,0.0417006649612387
2024-07-26,Affiliate,0.0351984593987376
2024-07-27,Affiliate,0.021931115690315
2024-08-02,Affiliate,0.0608432663227184
2024-08-05,Affiliate,0.0352558307720123
2024-08-08,Affiliate,0.0333780680677636
2024-08-10,Affiliate,0.0280944156591825
2024-08-11,Affiliate,0.0268199233716475
2024-08-14,Affiliate,0.0340274250888776
2024-08-15,Affiliate,0.0353278166772756
2024-08-25,Affiliate,0.0310508200649691
2024-08-29,Affiliate,0.0373197625106022
2024-08-30,Affiliate,0.0344342937456079
2024-09-15,Affiliate,0.0304197931454066
2024-09-16,Affiliate,0.0193043767681811
2024-09-17,Affiliate,0.038781163434903
2024-09-21,Affiliate,0.0110350915912602
2024-09-23,Affiliate,0.0211871259906194
2024-09-24,Affiliate,0.0417371893933819
2024-09-29,Affiliate,0.0418300653594771
2024-09-30,Affiliate,0.0319227913882702
2024-10-03,Affiliate,0.0511002806084773
2024-10-08,Affiliate,0.0571263704558569
2024-10-09,Affiliate,0.0372017792155277
2024-10-12,Affiliate,0.0523105078542016
2024-10-14,Affiliate,0.0133176654915785
2024-10-18,Affiliate,0.0334550594887501
2024-10-21,Affiliate,0.036236650255856
2024-10-22,Affiliate,0.0517304189435337
2024-10-25,Affiliate,0.0172287390029326
2024-11-01,Affiliate,0.0388079253315867
2024-11-04,Affiliate,0.0379728559052844
2024-11-11,Affiliate,0.042936004906972
2024-11-12,Affiliate,0.0219754799907472
2024-11-13,Affiliate,0.0485010706638116
2024-11-19,Affiliate,0.0399737876802097
2024-11-23,Affiliate,0.0264971206257937
2024-12-04,Affiliate,0.0344525865185833
2024-12-06,Affiliate,0.0309607756721023
2024-12-12,Affiliate,0.0269770879526977
2024-12-17,Affiliate,0.0319136454300129
2024-12-19,Affiliate,0.0379296720663769
2024-12-20,Affiliate,0.0440741606036795
2024-12-22,Affiliate,0.0601051840721262
2024-12-24,Affiliate,0.048443579766537
2024-12-29,Affiliate,0.0379338175948345
2025-01-05,Affiliate,0.0509164969450102
2025-01-21,Affiliate,0.0387596899224806
2025-01-24,Affiliate,0.0372602739726027
2025-01-26,Affiliate,0.0387109850020268
2025-02-01,Affiliate,0.0271763476183366
2025-02-10,Affiliate,0.0370715241808764
2025-02-17,Affiliate,0.0418867647305275
2025-02-18,Affiliate,0.0542915869303282
2025-02-19,Affiliate,0.027214377406932
2025-02-22,Affiliate,0.0118237190970978
2025-02-25,Affiliate,0.031192092632127
2025-02-27,Affiliate,0.0184228890439637
2025-03-01,Affiliate,0.0249904616558565
2025-03-04,Affiliate,0.0427437410950539
2025-03-05,Affiliate,0.027394089050081
2025-03-09,Affiliate,0.0233601070950469
2025-03-10,Affiliate,0.0430431802604524
2025-03-12,Affiliate,0.040134717934325
2025-03-13,Affiliate,0.014336917562724
2025-03-14,Affiliate,0.0553808525506639
2025-03-19,Affiliate,0.0381672904070992
2025-03-20,Affiliate,0.0316244706730336
2025-03-22,Affiliate,0.028026412325752
2025-03-29,Affiliate,0.0511917659804984
2025-03-30,Affiliate,0.0252401161492071
2025-04-01,Affiliate,0.0372026641294006
2025-04-06,Affiliate,0.0413476890326278
2025-04-13,Affiliate,0.0462244726250846
2025-04-15,Affiliate,0.0495537981571501
2025-04-17,Affiliate,0.0374964758951226
2025-04-21,Affiliate,0.0370323398858592
2025-04-22,Affiliate,0.0426312817617165
2025-04-25,Affiliate,0.0390967307044152
2025-04-27,Affiliate,0.0353393981805458
2025-05-02,Affiliate,0.00844196864411646
2025-05-04,Affiliate,0.0544271346874384
2025-05-08,Affiliate,0.0371531573194316
2025-05-09,Affiliate,0.0293033542204202
2025-05-12,Affiliate,0.042027872270383
2025-05-13,Affiliate,0.0165450853575995
2025-05-14,Affiliate,0.0292706781439588
2025-05-15,Affiliate,0.0511866452131939
2025-05-20,Affiliate,0.0235690235690236
2025-05-23,Affiliate,0.0283164248105817
2025-05-27,Affiliate,0.0403361344537815
2025-05-28,Affiliate,0.0485267420751292
2025-05-30,Affiliate,0.0504596813811496
2025-06-01,Affiliate,0.0391855551286977
2025-06-02,Affiliate,0.0177362577849986
2025-06-05,Affiliate,0.0309178743961353
2025-06-07,Affiliate,0.0306189246462295
2025-06-08,Affiliate,0.0359906462585034
2025-06-14,Affiliate,0.0342330480579329
2025-06-25,Affiliate,0.0286501949987791
2025-06-26,Affiliate,0.0317539072190523
2025-06-27,Affiliate,0.0282445146940741
2025-06-29,Affiliate,0.0165263486124104
2025-06-30,Affiliate,0.0342949364535001
2025-07-02,Affiliate,0.035838957412148
2025-07-11,Affiliate,0.0570380253502335
2025-07-13,Affiliate,0.0245211360634082
2025-07-16,Affiliate,0.0228971520484436
2025-07-19,Affiliate,0.036537836960052
2025-07-21,Affiliate,0.0262175361088766
2025-07-27,Affiliate,0.0381059120201737
2025-07-28,Affiliate,0.0365477853290621
2025-07-30,Affiliate,0.0445048056832428
2025-08-05,Affiliate,0.00743913435527502
2025-08-07,Affiliate,0.0281834486292595
2025-08-08,Affiliate,0.0550928891736067
2025-08-11,Affiliate,0.0338556239507555
2025-08-14,Affiliate,0.0391022674687645
2025-08-16,Affiliate,0.0218679306258753
2025-08-17,Affiliate,0.040224327982982
2025-08-20,Affiliate,0.0353422860022995
2025-08-21,Affiliate,0.0434188309077752
2025-08-23,Affiliate,0.0343143095436673
2025-08-27,Affiliate,0.0215538847117795
2025-08-30,Affiliate,0.0517635117990358
2025-08-31,Affiliate,0.0482180293501048
2025-09-01,Affiliate,0.0451925056619312
2025-09-05,Affiliate,0.0397369020913722
2025-09-06,Affiliate,0.0390470862773267
2025-09-10,Affiliate,0.0485038939745867
2025-09-13,Affiliate,0.0139362912400455
2025-09-17,Affiliate,0.043497031840259
2025-09-18,Affiliate,0.0449007529089665
2025-09-22,Affiliate,0.0214123652864436
2025-09-25,Affiliate,0.0289731817407194
2025-09-29,Affiliate,0.0314179412980571
2025-09-30,Affiliate,0.0281461833185971
2025-10-01,Affiliate,0.0460719787144658
2025-10-03,Affiliate,0.0570815450643777
2025-10-04,Affiliate,0.0341543090143078
2025-10-07,Affiliate,0.0612244897959184
2025-10-10,Affiliate,0.0358571640242999
2025-10-15,Affiliate,0.0373307640141792
2025-10-20,Affiliate,0.0388736890104879
2025-10-22,Affiliate,0.0319064078702473
2025-10-25,Affiliate,0.0448820295921717
2025-10-31,Affiliate,0.0305002033346889
2025-11-08,Affiliate,0.0446035934162583
2025-11-10,Affiliate,0.0277842489008279
2025-11-12,Affiliate,0.0398096458314267
2025-11-13,Affiliate,0.0316502463054187
2025-11-14,Affiliate,0.0311221507890123
2025-11-18,Affiliate,0.0439067119237928
2025-11-27,Affiliate,0.0315374507227332
2025-11-28,Affiliate,0.0454837328767123
2025-11-30,Affiliate,0.0237547892720307
2025-12-03,Affiliate,0.0303748084157726
2025-12-08,Affiliate,0.0447413581760235
2025-12-13,Affiliate,0.0412003244120032
2025-12-14,Affiliate,0.0217247219972016
2025-12-15,Affiliate,0.0623262279888786
2025-12-16,Affiliate,0.0366357645481961
2025-12-23,Affiliate,0.0297690562007743
2025-12-24,Affiliate,0.03765579421904
2025-12-26,Affiliate,0.0248898792097287
2025-12-30,Affiliate,0.0384432842904604
2025-12-31,Affiliate,0.0310116293610104
2023-01-01,Direct,0.0316626525117262
2023-01-04,Direct,0.0402805421287082
2023-01-05,Direct,0.00803251717797348
2023-01-06,Direct,0.0228864341924771
2023-01-09,Direct,0.0574503955388406
2023-01-10,Direct,0.0411738725033126
2023-01-12,Direct,0.0275630786393822
2023-01-15,Direct,0.0283248863594516
2023-01-16,Direct,0.0262017439985554
2023-01-17,Direct,0.039518045653015
2023-01-19,Direct,0.027825231884912
2023-01-21,Direct,0.0351706495372456
2023-01-24,Direct,0.0430582390284295
2023-01-25,Direct,0.0560930962343096
2023-01-27,Direct,0.0438359686335004
2023-01-28,Direct,0.0454067935099802
2023-01-29,Direct,0.0242407355809418
2023-02-05,Direct,0.0363941445350923
2023-02-06,Direct,0.0347110525053108
2023-02-07,Direct,0.0111067555207108
2023-02-09,Direct,0.0373981589310688
2023-02-10,Direct,0.0416006339144216
2023-02-11,Direct,0.0150632049050034
2023-02-12,Direct,0.0233729765444334
2023-02-13,Direct,0.0329641758344162
2023-02-16,Direct,0.0435413642960813
2023-02-17,Direct,0.0386319115444573
2023-02-18,Direct,0.0413235979493553
2023-02-21,Direct,0.0384079682185538
2023-02-25,Direct,0.028925460907259
2023-02-26,Direct,0.028468423669816
2023-03-02,Direct,0.0286950317442604
2023-03-03,Direct,0.051856884057971
2023-03-07,Direct,0.0334416695176189
2023-03-08,Direct,0.0369657434524521
2023-03-09,Direct,0.0316004459532432
2023-03-10,Direct,0.0320316793914796
2023-03-11,Direct,0.0302210842897512
2023-03-13,Direct,0.0326647564469914
2023-03-14,Direct,0.0221222691389756
2023-03-18,Direct,0.0444644284572342
2023-03-23,Direct,0.0319347918345734
2023-03-24,Direct,0.0193315266485998
2023-03-26,Direct,0.0341219141200885
2023-03-27,Direct,0.0312913177611283
2023-03-28,Direct,0.050229057591623
2023-03-29,Direct,0.0432938584412008
2023-03-30,Direct,0.0397544985353606
2023-03-31,Direct,0.0267890505008383
2023-04-01,Direct,0.0332501816984942
2023-04-02,Direct,0.0144881133434723
2023-04-03,Direct,0.0327645932219454
2023-04-05,Direct,0.0302582298442736
2023-04-06,Direct,0.0290212658755439
2023-04-08,Direct,0.0356492589614746
2023-04-17,Direct,0.0367997070670084
2023-04-20,Direct,0.0248882139542732
2023-04-21,Direct,0.0354368130492582
2023-04-22,Direct,0.0314714386011466
2023-05-01,Direct,0.010939659143252
2023-05-02,Direct,0.0261656753883427
2023-05-05,Direct,0.037028758754284
2023-05-06,Direct,0.0380796706623078
2023-05-09,Direct,0.0358682118571018
2023-05-13,Direct,0.0255780325327511
2023-05-14,Direct,0.0339445438282648
2023-05-15,Direct,0.0222030344147033
2023-05-17,Direct,0.0394407724422039
2023-05-19,Direct,0.0555063851308636
2023-05-20,Direct,0.0277195281782438
2023-05-21,Direct,0.0188865170809778
2023-05-24,Direct,0.0516807246670774
2023-05-25,Direct,0.0418892925838855
2023-05-26,Direct,0.028464769015399
2023-05-28,Direct,0.025752001731227
2023-05-29,Direct,0.0527911870280975
2023-05-31,Direct,0.0201408610116476
2023-06-01,Direct,0.0363736947652306
2023-06-02,Direct,0.0203528929011079
2023-06-03,Direct,0.0358221472765567
2023-06-04,Direct,0.0353774811787082
2023-06-05,Direct,0.0424374319912949
2023-06-06,Direct,0.0240581440207956
2023-06-07,Direct,0.0332857090593838
2023-06-08,Direct,0.0450404858299595
2023-06-10,Direct,0.0376416621694549
2023-06-14,Direct,0.0184771825396825
2023-06-15,Direct,0.0390920554854981
2023-06-18,Direct,0.0265956721340841
2023-06-20,Direct,0.0310206997600298
2023-06-21,Direct,0.0254812088031603
2023-06-23,Direct,0.0448247758761206
2023-06-24,Direct,0.0139729507584249
2023-06-26,Direct,0.034844611866003
2023-06-27,Direct,0.0456883942627499
2023-06-28,Direct,0.0323181701362118
2023-06-30,Direct,0.0409639653183616
2023-07-01,Direct,0.0251954572146416
2023-07-02,Direct,0.0310546274469612
2023-07-06,Direct,0.0407592872947479
2023-07-07,Direct,0.019208605455244
2023-07-08,Direct,0.0322124551812225
2023-07-09,Direct,0.0260115606936416
2023-07-10,Direct,0.0293988591487495
2023-07-13,Direct,0.0286561264822134
2023-07-14,Direct,0.0393620364550597
2023-07-15,Direct,0.0481438515081207
2023-07-16,Direct,0.0361176219901982
2023-07-17,Direct,0.0458504305598968
2023-07-19,Direct,0.0185883257499157
2023-07-20,Direct,0.0311748090804477
2023-07-22,Direct,0.0476133651551313
2023-07-23,Direct,0.0279976829503765
2023-07-24,Direct,0.0314682930270726
2023-07-25,Direct,0.0392035617116003
2023-07-27,Direct,0.0257127631228351
2023-07-29,Direct,0.0198148148148148
2023-07-30,Direct,0.0313917421964809
2023-07-31,Direct,0.026811970247362
2023-08-01,Direct,0.0440089945390299
2023-08-03,Direct,0.0356704245078937
2023-08-07,Direct,0.0341211457192049
2023-08-08,Direct,0.0490435943060498
2023-08-15,Direct,0.0521562429442312
2023-08-17,Direct,0.0509664576356722
2023-08-18,Direct,0.0265114997934169
2023-08-19,Direct,0.0307792039390929
2023-08-20,Direct,0.0397057185446057
2023-08-21,Direct,0.0287639732648863
2023-08-27,Direct,0.0312714776632302
2023-08-28,Direct,0.0088339222614841
2023-08-31,Direct,0.0380724174653887
2023-09-02,Direct,0.032304507874773
2023-09-05,Direct,0.0682395644283122
2023-09-06,Direct,0.0317791695662259
2023-09-10,Direct,0.00539971025944949
2023-09-11,Direct,0.0526401564537158
2023-09-12,Direct,0.0392437696934976
2023-09-14,Direct,0.0401769374289398
2023-09-17,Direct,0.0254069511658601
2023-09-18,Direct,0.00320512820512821
2023-09-20,Direct,0.0368334249587686
2023-09-21,Direct,0.0180838115110416
2023-09-26,Direct,0.0418405676126878
2023-09-30,Direct,0.0482231987878606
2023-10-02,Direct,0.0446132596685083
2023-10-03,Direct,0.0295581360277485
2023-10-04,Direct,0.0625991230525236
2023-10-06,Direct,0.0535889501094422
2023-10-07,Direct,0.0335081326104346
2023-10-08,Direct,0.0354480266795329
2023-10-10,Direct,0.0261962975899406
2023-10-12,Direct,0.045952410927861
2023-10-15,Direct,0.0380902489440079
2023-10-18,Direct,0.0318106158683189
2023-10-19,Direct,0.0209489456159822
2023-10-21,Direct,0.043530471329931
2023-10-22,Direct,0.0339150885010521
2023-10-24,Direct,0.0459815705128205
2023-10-25,Direct,0.0089666951323655
2023-10-26,Direct,0.0395385515938773
2023-10-28,Direct,0.0380998210075574
2023-10-30,Direct,0.046890756302521
2023-11-01,Direct,0.0414178385667501
2023-11-03,Direct,0.0454377912364373
2023-11-05,Direct,0.0242927426668166
2023-11-06,Direct,0.0282843319687384
2023-11-07,Direct,0.0460427085814083
2023-11-10,Direct,0.0671332666761891
2023-11-13,Direct,0.0389754130761325
2023-11-15,Direct,0.0255996774843782
2023-11-21,Direct,0.0436298436099213
2023-11-22,Direct,0.0445668160981627
2023-11-25,Direct,0.033119763343308
2023-11-27,Direct,0.0269148945319344
2023-11-28,Direct,0.0375647138076475
2023-11-29,Direct,0.0271516393442623
2023-11-30,Direct,0.0430062630480167
2023-12-01,Direct,0.039960139511709
2023-12-03,Direct,0.022899181431976
2023-12-04,Direct,0.0403710702628414
2023-12-05,Direct,0.0265109538828744
2023-12-06,Direct,0.0316185046002333
2023-12-08,Direct,0.0337768679631525
2023-12-09,Direct,0.0277269804930063
2023-12-10,Direct,0.0453613064899988
2023-12-11,Direct,0.0265796008461326
2023-12-12,Direct,0.0140341923960194
2023-12-15,Direct,0.0455424482691936
2023-12-18,Direct,0.0436871996505024
2023-12-19,Direct,0.0338818830145321
2023-12-20,Direct,0.0479217370555954
2023-12-21,Direct,0.0330596711723046
2023-12-22,Direct,0.0274122807017544
2023-12-23,Direct,0.046505424025525
2023-12-27,Direct,0.0380718806346264
2023-12-29,Direct,0.0256001063900525
2023-12-30,Direct,0.0174695606140815
2024-01-02,Direct,0.022393368186475
2024-01-07,Direct,0.0362902536809474
2024-01-09,Direct,0.0427705126226467
2024-01-10,Direct,0.00946811473127262
2024-01-14,Direct,0.00675533037787629
2024-01-15,Direct,0.0448863220995687
2024-01-16,Direct,0.0374831157136425
2024-01-18,Direct,0.0293418382139751
2024-01-20,Direct,0.0432098765432099
2024-01-21,Direct,0.0348955432826008
2024-01-23,Direct,0.0438924168845723
2024-01-25,Direct,0.0333578611724307
2024-01-26,Direct,0.0213333333333333
2024-01-27,Direct,0.0401861252115059
2024-01-31,Direct,0.0300907392580731
2024-02-01,Direct,0.0544920963116121
2024-02-03,Direct,0.0622185460895138
2024-02-04,Direct,0.0347395861041656
2024-02-05,Direct,0.0260723296888141
2024-02-09,Direct,0.0344671201814059
2024-02-10,Direct,0.0379184662311639
2024-02-13,Direct,0.0440730837789661
2024-02-16,Direct,0.0349956255468067
2024-02-17,Direct,0.0436504444248878
2024-02-18,Direct,0.0366039654295882
2024-02-19,Direct,0.0352
2024-02-20,Direct,0.0395467438924889
2024-02-23,Direct,0.0460994962587868
2024-02-28,Direct,0.0236086175942549
2024-03-01,Direct,0.0279902544053487
2024-03-02,Direct,0.0326105661676131
2024-03-03,Direct,0.0296733438616906
2024-03-06,Direct,0.0314947706648351
2024-03-07,Direct,0.0197193233906337
2024-03-08,Direct,0.0339697940415898
2024-03-09,Direct,0.0293899728327982
2024-03-11,Direct,0.0563099737401821
2024-03-12,Direct,0.0514628128304547
2024-03-14,Direct,0.0520627388954791
2024-03-15,Direct,0.0338574161883371
2024-03-16,Direct,0.0244221105527638
2024-03-19,Direct,0.0371782371313275
2024-03-20,Direct,0.0238765169943004
2024-03-21,Direct,0.0245346678139577
2024-03-23,Direct,0.041409647753539
2024-03-25,Direct,0.0318267419962335
2024-03-28,Direct,0.0282906187079821
2024-03-29,Direct,0.0392218954987559
2024-03-30,Direct,0.0385764737842977
2024-03-31,Direct,0.0207090041390062
2024-04-01,Direct,0.0341053419289801
2024-04-07,Direct,0.0325495511891914
2024-04-09,Direct,0.0377496346809547
2024-04-13,Direct,0.0223386651958081
2024-04-14,Direct,0.0373333333333333
2024-04-15,Direct,0.026074409976296
2024-04-16,Direct,0.0277634582811695
2024-04-17,Direct,0.052326276761153
2024-04-18,Direct,0.0374079780859442
2024-04-22,Direct,0.015
2024-04-23,Direct,0.0247868758507056
2024-04-24,Direct,0.0489498786712409
2024-04-26,Direct,0.0517053405027573
2024-04-27,Direct,0.0355401361764808
2024-04-29,Direct,0.0283750299736232
2024-05-01,Direct,0.0413719192916035
2024-05-03,Direct,0.0421847246891652
2024-05-04,Direct,0.0221787345075016
2024-05-05,Direct,0.0290206213320411
2024-05-06,Direct,0.0254990625801892
2024-05-11,Direct,0.0237672145713016
2024-05-14,Direct,0.0365840340722944
2024-05-16,Direct,0.0480056950818192
2024-05-17,Direct,0.0217208126579908
2024-05-19,Direct,0.0318500635459482
2024-05-21,Direct,0.0315932607460938
2024-05-24,Direct,0.0437023456949566
2024-05-25,Direct,0.0183185942345239
2024-05-30,Direct,0.0423716667307234
2024-06-01,Direct,0.0336134453781513
2024-06-03,Direct,0.0322778319328421
2024-06-04,Direct,0.0563884156729131
2024-06-05,Direct,0.0317594154019112
2024-06-08,Direct,0.0241456166419019
2024-06-09,Direct,0.0340657237690231
2024-06-10,Direct,0.0371775417298938
2024-06-13,Direct,0.031063321385902
2024-06-16,Direct,0.0301421650770183
2024-06-17,Direct,0.0308080637219893
2024-06-18,Direct,0.03449846293977
2024-06-21,Direct,0.041732177164837
2024-06-22,Direct,0.0265713375746534
2024-06-23,Direct,0.0330458997109022
2024-06-24,Direct,0.0107537490134175
2024-06-26,Direct,0.0537290379523389
2024-06-28,Direct,0.0200870769839699
2024-06-29,Direct,0.0394790952707334
2024-06-30,Direct,0.0591541755888651
2024-07-04,Direct,0.0405778894472362
2024-07-08,Direct,0.0317188733877336
2024-07-09,Direct,0.0202814044872607
2024-07-11,Direct,0.0337441907456052
2024-07-13,Direct,0.0434423521638586
2024-07-15,Direct,0.0424411016407385
2024-07-16,Direct,0.0438247011952191
2024-07-19,Direct,0.0176755826685437
2024-07-20,Direct,0.0408539399948098
2024-07-21,Direct,0.0307450372215997
2024-07-24,Direct,0.00408918313698764
2024-07-25,Direct,0.0387999514581593
2024-07-30,Direct,0.0216847372810676
2024-08-01,Direct,0.0506300460273146
2024-08-02,Direct,0.0371723790322581
2024-08-04,Direct,0.0350775474706479
2024-08-07,Direct,0.0273041917702859
2024-08-08,Direct,0.0256210630617878
2024-08-10,Direct,0.0369156837046745
2024-08-11,Direct,0.0333366703373711
2024-08-12,Direct,0.0550084889643463
2024-08-13,Direct,0.0266305425229631
2024-08-16,Direct,0.0377748832204986
2024-08-18,Direct,0.0419906687402799
2024-08-20,Direct,0.0224271118863693
2024-08-21,Direct,0.0428802588996764
2024-08-22,Direct,0.0403564178877394
2024-08-24,Direct,0.0369181380417336
2024-08-26,Direct,0.0261383466776153
2024-08-27,Direct,0.0269414280554465
2024-08-28,Direct,0.0363295241344022
2024-09-02,Direct,0.0297072957623416
2024-09-05,Direct,0.0357183758168225
