event_date,channel,trend
2023-09-26,Affiliate,1.08566210045662
2023-09-28,Affiliate,1.08630136986301
2023-09-30,Affiliate,1.08694063926941
2023-10-02,Affiliate,1.0875799086758
2023-10-10,Affiliate,1.09013698630137
2023-10-19,Affiliate,1.09301369863014
2023-10-22,Affiliate,1.09397260273973
2023-10-23,Affiliate,1.09429223744292
2023-10-24,Affiliate,1.09461187214612
2023-10-27,Affiliate,1.09557077625571
2023-10-28,Affiliate,1.0958904109589
2023-10-30,Affiliate,1.0965296803653
2023-11-02,Affiliate,1.09748858447489
2023-11-03,Affiliate,1.09780821917808
2023-11-04,Affiliate,1.09812785388128
2023-11-07,Affiliate,1.09908675799087
2023-11-08,Affiliate,1.09940639269406
2023-11-10,Affiliate,1.10004566210046
2023-11-13,Affiliate,1.10100456621005
2023-11-21,Affiliate,1.10356164383562
2023-11-22,Affiliate,1.10388127853881
2023-11-23,Affiliate,1.10420091324201
2023-11-24,Affiliate,1.10452054794521
2023-11-26,Affiliate,1.1051598173516
2023-12-04,Affiliate,1.10771689497717
2023-12-10,Affiliate,1.10963470319635
2023-12-16,Affiliate,1.11155251141553
2023-12-18,Affiliate,1.11219178082192
2023-12-20,Affiliate,1.11283105022831
2023-12-23,Affiliate,1.1137899543379
2023-12-25,Affiliate,1.11442922374429
2023-12-26,Affiliate,1.11474885844749
2023-12-28,Affiliate,1.11538812785388
2023-12-31,Affiliate,1.11634703196347
2024-01-03,Affiliate,1.11730593607306
2024-01-04,Affiliate,1.11762557077626
2024-01-08,Affiliate,1.11890410958904
2024-01-15,Affiliate,1.12114155251142
2024-01-16,Affiliate,1.12146118721461
2024-01-18,Affiliate,1.122100456621
2024-01-19,Affiliate,1.1224200913242
2024-01-29,Affiliate,1.12561643835616
2024-01-30,Affiliate,1.12593607305936
2024-02-01,Affiliate,1.12657534246575
2024-02-04,Affiliate,1.12753424657534
2024-02-05,Affiliate,1.12785388127854
2024-02-15,Affiliate,1.1310502283105
2024-02-18,Affiliate,1.13200913242009
2024-02-19,Affiliate,1.13232876712329
2024-02-21,Affiliate,1.13296803652968
2024-02-24,Affiliate,1.13392694063927
2024-02-27,Affiliate,1.13488584474886
2024-03-01,Affiliate,1.13584474885845
2024-03-11,Affiliate,1.13904109589041
2024-03-13,Affiliate,1.1396803652968
2024-03-16,Affiliate,1.14063926940639
2024-03-18,Affiliate,1.14127853881279
2024-03-21,Affiliate,1.14223744292237
2024-03-23,Affiliate,1.14287671232877
2024-03-29,Affiliate,1.14479452054795
2024-03-30,Affiliate,1.14511415525114
2024-04-01,Affiliate,1.14575342465753
2024-04-03,Affiliate,1.14639269406393
2024-04-06,Affiliate,1.14735159817352
2024-04-07,Affiliate,1.14767123287671
2024-04-16,Affiliate,1.15054794520548
2024-04-23,Affiliate,1.15278538812785
2024-04-24,Affiliate,1.15310502283105
2024-04-25,Affiliate,1.15342465753425
2024-04-26,Affiliate,1.15374429223744
2024-04-27,Affiliate,1.15406392694064
2024-04-29,Affiliate,1.15470319634703
2024-04-30,Affiliate,1.15502283105023
2024-05-04,Affiliate,1.15630136986301
2024-05-06,Affiliate,1.15694063926941
2024-05-07,Affiliate,1.1572602739726
2024-05-08,Affiliate,1.1575799086758
2024-05-12,Affiliate,1.15885844748858
2024-05-13,Affiliate,1.15917808219178
2024-05-18,Affiliate,1.16077625570776
2024-05-21,Affiliate,1.16173515981735
2024-05-22,Affiliate,1.16205479452055
2024-05-23,Affiliate,1.16237442922374
2024-05-25,Affiliate,1.16301369863014
2024-06-04,Affiliate,1.1662100456621
2024-06-05,Affiliate,1.1665296803653
2024-06-06,Affiliate,1.16684931506849
2024-06-07,Affiliate,1.16716894977169
2024-06-08,Affiliate,1.16748858447489
2024-06-09,Affiliate,1.16780821917808
2024-06-11,Affiliate,1.16844748858448
2024-06-13,Affiliate,1.16908675799087
2024-06-19,Affiliate,1.17100456621005
2024-06-20,Affiliate,1.17132420091324
2024-06-23,Affiliate,1.17228310502283
2024-06-27,Affiliate,1.17356164383562
2024-06-30,Affiliate,1.17452054794521
2024-07-05,Affiliate,1.17611872146119
2024-07-10,Affiliate,1.17771689497717
2024-07-15,Affiliate,1.17931506849315
2024-07-17,Affiliate,1.17995433789954
2024-07-18,Affiliate,1.18027397260274
2024-07-20,Affiliate,1.18091324200913
2024-07-26,Affiliate,1.18283105022831
2024-07-27,Affiliate,1.18315068493151
2024-08-02,Affiliate,1.18506849315069
2024-08-05,Affiliate,1.18602739726027
2024-08-08,Affiliate,1.18698630136986
2024-08-10,Affiliate,1.18762557077626
2024-08-11,Affiliate,1.18794520547945
2024-08-14,Affiliate,1.18890410958904
2024-08-15,Affiliate,1.18922374429224
2024-08-25,Affiliate,1.1924200913242
2024-08-29,Affiliate,1.19369863013699
2024-08-30,Affiliate,1.19401826484018
2024-09-15,Affiliate,1.19913242009132
2024-09-16,Affiliate,1.19945205479452
2024-09-17,Affiliate,1.19977168949772
2024-09-21,Affiliate,1.2010502283105
2024-09-23,Affiliate,1.2016894977169
2024-09-24,Affiliate,1.20200913242009
2024-09-29,Affiliate,1.20360730593607
2024-09-30,Affiliate,1.20392694063927
2024-10-03,Affiliate,1.20488584474886
2024-10-08,Affiliate,1.20648401826484
2024-10-09,Affiliate,1.20680365296804
2024-10-12,Affiliate,1.20776255707763
2024-10-14,Affiliate,1.20840182648402
2024-10-18,Affiliate,1.2096803652968
2024-10-21,Affiliate,1.21063926940639
2024-10-22,Affiliate,1.21095890410959
2024-10-25,Affiliate,1.21191780821918
2024-10-27,Affiliate,1.21255707762557
2024-11-01,Affiliate,1.21415525114155
2024-11-04,Affiliate,1.21511415525114
2024-11-11,Affiliate,1.21735159817352
2024-11-12,Affiliate,1.21767123287671
2024-11-13,Affiliate,1.21799086757991
2024-11-19,Affiliate,1.21990867579909
2024-11-23,Affiliate,1.22118721461187
2024-12-04,Affiliate,1.22470319634703
2024-12-06,Affiliate,1.22534246575342
2024-12-12,Affiliate,1.2272602739726
2024-12-17,Affiliate,1.22885844748858
2024-12-19,Affiliate,1.22949771689498
2024-12-20,Affiliate,1.22981735159817
2024-12-22,Affiliate,1.23045662100457
2024-12-24,Affiliate,1.23109589041096
2024-12-29,Affiliate,1.23269406392694
2025-01-05,Affiliate,1.23493150684932
2025-01-21,Affiliate,1.24004566210046
2025-01-24,Affiliate,1.24100456621005
2025-01-26,Affiliate,1.24164383561644
2025-02-01,Affiliate,1.24356164383562
2025-02-10,Affiliate,1.24643835616438
2025-02-17,Affiliate,1.24867579908676
2025-02-18,Affiliate,1.24899543378995
2025-02-19,Affiliate,1.24931506849315
2025-02-22,Affiliate,1.25027397260274
2025-02-25,Affiliate,1.25123287671233
2025-02-27,Affiliate,1.25187214611872
2025-03-01,Affiliate,1.25251141552511
2025-03-04,Affiliate,1.2534703196347
2025-03-05,Affiliate,1.2537899543379
2025-03-09,Affiliate,1.25506849315068
2025-03-10,Affiliate,1.25538812785388
2025-03-12,Affiliate,1.25602739726027
2025-03-13,Affiliate,1.25634703196347
2025-03-14,Affiliate,1.25666666666667
2025-03-19,Affiliate,1.25826484018265
2025-03-20,Affiliate,1.25858447488584
2025-03-22,Affiliate,1.25922374429224
2025-03-29,Affiliate,1.26146118721461
2025-03-30,Affiliate,1.26178082191781
2025-04-01,Affiliate,1.2624200913242
2025-04-06,Affiliate,1.26401826484018
2025-04-13,Affiliate,1.26625570776256
2025-04-15,Affiliate,1.26689497716895
2025-04-17,Affiliate,1.26753424657534
2025-04-21,Affiliate,1.26881278538813
2025-04-22,Affiliate,1.26913242009132
2025-04-25,Affiliate,1.27009132420091
2025-04-27,Affiliate,1.27073059360731
2025-05-02,Affiliate,1.27232876712329
2025-05-04,Affiliate,1.27296803652968
2025-05-08,Affiliate,1.27424657534247
2025-05-09,Affiliate,1.27456621004566
2025-05-12,Affiliate,1.27552511415525
2025-05-13,Affiliate,1.27584474885845
2025-05-14,Affiliate,1.27616438356164
2025-05-15,Affiliate,1.27648401826484
2025-05-20,Affiliate,1.27808219178082
2025-05-23,Affiliate,1.27904109589041
2025-05-27,Affiliate,1.2803196347032
2025-05-28,Affiliate,1.28063926940639
2025-05-30,Affiliate,1.28127853881279
2025-06-01,Affiliate,1.28191780821918
2025-06-02,Affiliate,1.28223744292237
2025-06-05,Affiliate,1.28319634703196
2025-06-07,Affiliate,1.28383561643836
2025-06-08,Affiliate,1.28415525114155
2025-06-14,Affiliate,1.28607305936073
2025-06-25,Affiliate,1.28958904109589
2025-06-26,Affiliate,1.28990867579909
2025-06-27,Affiliate,1.29022831050228
2025-06-29,Affiliate,1.29086757990868
2025-06-30,Affiliate,1.29118721461187
2025-07-02,Affiliate,1.29182648401827
2025-07-11,Affiliate,1.29470319634703
2025-07-13,Affiliate,1.29534246575342
2025-07-16,Affiliate,1.29630136986301
2025-07-19,Affiliate,1.2972602739726
2025-07-21,Affiliate,1.297899543379
2025-07-27,Affiliate,1.29981735159817
2025-07-28,Affiliate,1.30013698630137
2025-07-30,Affiliate,1.30077625570776
2025-08-05,Affiliate,1.30269406392694
2025-08-07,Affiliate,1.30333333333333
2025-08-08,Affiliate,1.30365296803653
2025-08-11,Affiliate,1.30461187214612
2025-08-14,Affiliate,1.30557077625571
2025-08-16,Affiliate,1.3062100456621
2025-08-17,Affiliate,1.3065296803653
2025-08-20,Affiliate,1.30748858447489
2025-08-21,Affiliate,1.30780821917808
2025-08-23,Affiliate,1.30844748858447
2025-08-27,Affiliate,1.30972602739726
2025-08-30,Affiliate,1.31068493150685
2025-08-31,Affiliate,1.31100456621005
2025-09-01,Affiliate,1.31132420091324
2025-09-05,Affiliate,1.31260273972603
2025-09-06,Affiliate,1.31292237442922
2025-09-10,Affiliate,1.31420091324201
2025-09-13,Affiliate,1.3151598173516
2025-09-17,Affiliate,1.31643835616438
2025-09-18,Affiliate,1.31675799086758
2025-09-22,Affiliate,1.31803652968037
2025-09-25,Affiliate,1.31899543378995
2025-09-29,Affiliate,1.32027397260274
2025-09-30,Affiliate,1.32059360730594
2025-10-01,Affiliate,1.32091324200913
2025-10-03,Affiliate,1.32155251141553
2025-10-04,Affiliate,1.32187214611872
2025-10-07,Affiliate,1.32283105022831
2025-10-10,Affiliate,1.3237899543379
2025-10-15,Affiliate,1.32538812785388
2025-10-20,Affiliate,1.32698630136986
2025-10-22,Affiliate,1.32762557077626
2025-10-25,Affiliate,1.32858447488584
2025-10-31,Affiliate,1.33050228310502
2025-11-08,Affiliate,1.33305936073059
2025-11-10,Affiliate,1.33369863013699
2025-11-12,Affiliate,1.33433789954338
2025-11-13,Affiliate,1.33465753424658
2025-11-14,Affiliate,1.33497716894977
2025-11-18,Affiliate,1.33625570776256
2025-11-27,Affiliate,1.33913242009132
2025-11-28,Affiliate,1.33945205479452
2025-11-30,Affiliate,1.34009132420091
2025-12-03,Affiliate,1.3410502283105
2025-12-08,Affiliate,1.34264840182648
2025-12-13,Affiliate,1.34424657534247
2025-12-14,Affiliate,1.34456621004566
2025-12-15,Affiliate,1.34488584474886
2025-12-16,Affiliate,1.34520547945205
2025-12-23,Affiliate,1.34744292237443
2025-12-24,Affiliate,1.34776255707763
2025-12-26,Affiliate,1.34840182648402
2025-12-30,Affiliate,1.3496803652968
2025-12-31,Affiliate,1.35
2023-01-01,Direct,1
2023-01-04,Direct,1.00095890410959
2023-01-05,Direct,1.00127853881279
2023-01-06,Direct,1.00159817351598
2023-01-09,Direct,1.00255707762557
2023-01-10,Direct,1.00287671232877
2023-01-12,Direct,1.00351598173516
2023-01-15,Direct,1.00447488584475
2023-01-16,Direct,1.00479452054795
2023-01-17,Direct,1.00511415525114
2023-01-19,Direct,1.00575342465753
2023-01-21,Direct,1.00639269406393
2023-01-24,Direct,1.00735159817352
2023-01-25,Direct,1.00767123287671
2023-01-27,Direct,1.0083105022831
2023-01-28,Direct,1.0086301369863
2023-01-29,Direct,1.0089497716895
2023-02-05,Direct,1.01118721461187
2023-02-06,Direct,1.01150684931507
2023-02-07,Direct,1.01182648401826
2023-02-09,Direct,1.01246575342466
2023-02-10,Direct,1.01278538812785
2023-02-11,Direct,1.01310502283105
2023-02-12,Direct,1.01342465753425
2023-02-13,Direct,1.01374429223744
2023-02-16,Direct,1.01470319634703
2023-02-17,Direct,1.01502283105023
2023-02-18,Direct,1.01534246575342
2023-02-21,Direct,1.01630136986301
2023-02-25,Direct,1.0175799086758
2023-02-26,Direct,1.017899543379
2023-03-02,Direct,1.01917808219178
2023-03-03,Direct,1.01949771689498
2023-03-07,Direct,1.02077625570776
2023-03-08,Direct,1.02109589041096
2023-03-09,Direct,1.02141552511416
2023-03-10,Direct,1.02173515981735
2023-03-11,Direct,1.02205479452055
2023-03-13,Direct,1.02269406392694
2023-03-14,Direct,1.02301369863014
2023-03-18,Direct,1.02429223744292
2023-03-23,Direct,1.0258904109589
2023-03-24,Direct,1.0262100456621
2023-03-26,Direct,1.02684931506849
2023-03-27,Direct,1.02716894977169
2023-03-28,Direct,1.02748858447489
2023-03-29,Direct,1.02780821917808
2023-03-30,Direct,1.02812785388128
2023-03-31,Direct,1.02844748858448
2023-04-01,Direct,1.02876712328767
2023-04-02,Direct,1.02908675799087
2023-04-03,Direct,1.02940639269406
2023-04-05,Direct,1.03004566210046
2023-04-06,Direct,1.03036529680365
2023-04-08,Direct,1.03100456621005
2023-04-17,Direct,1.03388127853881
2023-04-20,Direct,1.0348401826484
2023-04-21,Direct,1.0351598173516
2023-04-22,Direct,1.03547945205479
2023-05-01,Direct,1.03835616438356
2023-05-02,Direct,1.03867579908676
2023-05-05,Direct,1.03963470319635
2023-05-06,Direct,1.03995433789954
2023-05-09,Direct,1.04091324200913
2023-05-13,Direct,1.04219178082192
2023-05-14,Direct,1.04251141552511
2023-05-15,Direct,1.04283105022831
2023-05-17,Direct,1.0434703196347
2023-05-19,Direct,1.0441095890411
2023-05-20,Direct,1.04442922374429
2023-05-21,Direct,1.04474885844749
2023-05-24,Direct,1.04570776255708
2023-05-25,Direct,1.04602739726027
2023-05-26,Direct,1.04634703196347
2023-05-28,Direct,1.04698630136986
2023-05-29,Direct,1.04730593607306
2023-05-31,Direct,1.04794520547945
2023-06-01,Direct,1.04826484018265
2023-06-02,Direct,1.04858447488584
2023-06-03,Direct,1.04890410958904
2023-06-04,Direct,1.04922374429224
2023-06-05,Direct,1.04954337899543
2023-06-06,Direct,1.04986301369863
2023-06-07,Direct,1.05018264840183
2023-06-08,Direct,1.05050228310502
2023-06-10,Direct,1.05114155251142
2023-06-14,Direct,1.0524200913242
2023-06-15,Direct,1.0527397260274
2023-06-18,Direct,1.05369863013699
2023-06-20,Direct,1.05433789954338
2023-06-21,Direct,1.05465753424658
2023-06-23,Direct,1.05529680365297
2023-06-24,Direct,1.05561643835616
2023-06-26,Direct,1.05625570776256
2023-06-27,Direct,1.05657534246575
2023-06-28,Direct,1.05689497716895
2023-06-30,Direct,1.05753424657534
2023-07-01,Direct,1.05785388127854
2023-07-02,Direct,1.05817351598174
2023-07-06,Direct,1.05945205479452
2023-07-07,Direct,1.05977168949772
2023-07-08,Direct,1.06009132420091
2023-07-09,Direct,1.06041095890411
2023-07-10,Direct,1.06073059360731
2023-07-13,Direct,1.06168949771689
2023-07-14,Direct,1.06200913242009
2023-07-15,Direct,1.06232876712329
2023-07-16,Direct,1.06264840182648
2023-07-17,Direct,1.06296803652968
2023-07-19,Direct,1.06360730593607
2023-07-20,Direct,1.06392694063927
2023-07-22,Direct,1.06456621004566
2023-07-23,Direct,1.06488584474886
2023-07-24,Direct,1.06520547945205
2023-07-25,Direct,1.06552511415525
2023-07-27,Direct,1.06616438356164
2023-07-29,Direct,1.06680365296804
2023-07-30,Direct,1.06712328767123
2023-07-31,Direct,1.06744292237443
2023-08-01,Direct,1.06776255707763
2023-08-03,Direct,1.06840182648402
2023-08-07,Direct,1.0696803652968
2023-08-08,Direct,1.07
2023-08-15,Direct,1.07223744292237
2023-08-17,Direct,1.07287671232877
2023-08-18,Direct,1.07319634703196
2023-08-19,Direct,1.07351598173516
2023-08-20,Direct,1.07383561643836
2023-08-21,Direct,1.07415525114155
2023-08-23,Direct,1.07479452054795
2023-08-27,Direct,1.07607305936073
2023-08-28,Direct,1.07639269406393
2023-08-31,Direct,1.07735159817352
2023-09-02,Direct,1.07799086757991
2023-09-05,Direct,1.0789497716895
2023-09-06,Direct,1.07926940639269
2023-09-10,Direct,1.08054794520548
2023-09-11,Direct,1.08086757990868
2023-09-12,Direct,1.08118721461187
2023-09-14,Direct,1.08182648401826
2023-09-17,Direct,1.08278538812785
2023-09-18,Direct,1.08310502283105
2023-09-20,Direct,1.08374429223744
2023-09-21,Direct,1.08406392694064
2023-09-26,Direct,1.08566210045662
2023-09-30,Direct,1.08694063926941
2023-10-02,Direct,1.0875799086758
2023-10-03,Direct,1.087899543379
2023-10-04,Direct,1.08821917808219
2023-10-06,Direct,1.08885844748858
2023-10-07,Direct,1.08917808219178
2023-10-08,Direct,1.08949771689498
2023-10-10,Direct,1.09013698630137
2023-10-12,Direct,1.09077625570776
2023-10-15,Direct,1.09173515981735
2023-10-18,Direct,1.09269406392694
2023-10-19,Direct,1.09301369863014
2023-10-21,Direct,1.09365296803653
2023-10-22,Direct,1.09397260273973
2023-10-24,Direct,1.09461187214612
2023-10-25,Direct,1.09493150684932
2023-10-26,Direct,1.09525114155251
2023-10-28,Direct,1.0958904109589
2023-10-30,Direct,1.0965296803653
2023-11-01,Direct,1.09716894977169
2023-11-03,Direct,1.09780821917808
2023-11-05,Direct,1.09844748858447
2023-11-06,Direct,1.09876712328767
2023-11-07,Direct,1.09908675799087
2023-11-10,Direct,1.10004566210046
2023-11-13,Direct,1.10100456621005
2023-11-15,Direct,1.10164383561644
2023-11-21,Direct,1.10356164383562
2023-11-22,Direct,1.10388127853881
2023-11-25,Direct,1.1048401826484
2023-11-27,Direct,1.10547945205479
2023-11-28,Direct,1.10579908675799
2023-11-29,Direct,1.10611872146119
2023-11-30,Direct,1.10643835616438
2023-12-01,Direct,1.10675799086758
2023-12-03,Direct,1.10739726027397
2023-12-04,Direct,1.10771689497717
2023-12-05,Direct,1.10803652968037
2023-12-06,Direct,1.10835616438356
2023-12-08,Direct,1.10899543378995
2023-12-09,Direct,1.10931506849315
2023-12-10,Direct,1.10963470319635
2023-12-11,Direct,1.10995433789954
2023-12-12,Direct,1.11027397260274
2023-12-15,Direct,1.11123287671233
2023-12-18,Direct,1.11219178082192
2023-12-19,Direct,1.11251141552511
2023-12-20,Direct,1.11283105022831
2023-12-21,Direct,1.11315068493151
2023-12-22,Direct,1.1134703196347
2023-12-23,Direct,1.1137899543379
2023-12-27,Direct,1.11506849315068
2023-12-29,Direct,1.11570776255708
2023-12-30,Direct,1.11602739726027
2024-01-01,Direct,1.11666666666667
2024-01-02,Direct,1.11698630136986
2024-01-07,Direct,1.11858447488584
2024-01-09,Direct,1.11922374429224
2024-01-10,Direct,1.11954337899543
2024-01-14,Direct,1.12082191780822
2024-01-15,Direct,1.12114155251142
2024-01-16,Direct,1.12146118721461
2024-01-17,Direct,1.12178082191781
2024-01-18,Direct,1.122100456621
2024-01-20,Direct,1.1227397260274
2024-01-21,Direct,1.12305936073059
2024-01-23,Direct,1.12369863013699
2024-01-25,Direct,1.12433789954338
2024-01-26,Direct,1.12465753424658
2024-01-27,Direct,1.12497716894977
2024-01-31,Direct,1.12625570776256
2024-02-01,Direct,1.12657534246575
2024-02-03,Direct,1.12721461187215
2024-02-04,Direct,1.12753424657534
2024-02-05,Direct,1.12785388127854
2024-02-09,Direct,1.12913242009132
2024-02-10,Direct,1.12945205479452
2024-02-13,Direct,1.13041095890411
2024-02-16,Direct,1.1313698630137
2024-02-17,Direct,1.1316894977169
2024-02-18,Direct,1.13200913242009
2024-02-19,Direct,1.13232876712329
2024-02-20,Direct,1.13264840182648
2024-02-23,Direct,1.13360730593607
2024-02-28,Direct,1.13520547945205
2024-03-01,Direct,1.13584474885845
2024-03-02,Direct,1.13616438356164
2024-03-03,Direct,1.13648401826484
2024-03-06,Direct,1.13744292237443
2024-03-07,Direct,1.13776255707763
2024-03-08,Direct,1.13808219178082
2024-03-09,Direct,1.13840182648402
2024-03-11,Direct,1.13904109589041
2024-03-12,Direct,1.13936073059361
2024-03-14,Direct,1.14
2024-03-15,Direct,1.1403196347032
2024-03-16,Direct,1.14063926940639
2024-03-19,Direct,1.14159817351598
2024-03-20,Direct,1.14191780821918
2024-03-21,Direct,1.14223744292237
2024-03-23,Direct,1.14287671232877
2024-03-25,Direct,1.14351598173516
2024-03-28,Direct,1.14447488584475
2024-03-29,Direct,1.14479452054795
2024-03-30,Direct,1.14511415525114
2024-03-31,Direct,1.14543378995434
2024-04-01,Direct,1.14575342465753
2024-04-07,Direct,1.14767123287671
2024-04-09,Direct,1.14831050228311
2024-04-13,Direct,1.14958904109589
2024-04-14,Direct,1.14990867579909
2024-04-15,Direct,1.15022831050228
2024-04-16,Direct,1.15054794520548
2024-04-17,Direct,1.15086757990868
2024-04-18,Direct,1.15118721461187
2024-04-22,Direct,1.15246575342466
2024-04-23,Direct,1.15278538812785
2024-04-24,Direct,1.15310502283105
2024-04-26,Direct,1.15374429223744
2024-04-27,Direct,1.15406392694064
2024-04-29,Direct,1.15470319634703
2024-05-01,Direct,1.15534246575342
2024-05-03,Direct,1.15598173515982
2024-05-04,Direct,1.15630136986301
2024-05-05,Direct,1.15662100456621
2024-05-06,Direct,1.15694063926941
2024-05-11,Direct,1.15853881278539
2024-05-14,Direct,1.15949771689498
2024-05-16,Direct,1.16013698630137
2024-05-17,Direct,1.16045662100457
2024-05-19,Direct,1.16109589041096
2024-05-21,Direct,1.16173515981735
2024-05-24,Direct,1.16269406392694
2024-05-25,Direct,1.16301369863014
2024-05-30,Direct,1.16461187214612
2024-06-01,Direct,1.16525114155251
2024-06-03,Direct,1.1658904109589
2024-06-04,Direct,1.1662100456621
2024-06-05,Direct,1.1665296803653
2024-06-08,Direct,1.16748858447489
2024-06-09,Direct,1.16780821917808
2024-06-10,Direct,1.16812785388128
2024-06-13,Direct,1.16908675799087
2024-06-15,Direct,1.16972602739726
2024-06-16,Direct,1.17004566210046
2024-06-17,Direct,1.17036529680365
2024-06-18,Direct,1.17068493150685
2024-06-21,Direct,1.17164383561644
2024-06-22,Direct,1.17196347031963
2024-06-23,Direct,1.17228310502283
2024-06-24,Direct,1.17260273972603
2024-06-26,Direct,1.17324200913242
2024-06-28,Direct,1.17388127853881
2024-06-29,Direct,1.17420091324201
2024-06-30,Direct,1.17452054794521
2024-07-04,Direct,1.17579908675799
2024-07-08,Direct,1.17707762557078
2024-07-09,Direct,1.17739726027397
2024-07-11,Direct,1.17803652968037
2024-07-13,Direct,1.17867579908676
2024-07-15,Direct,1.17931506849315
2024-07-16,Direct,1.17963470319635
2024-07-19,Direct,1.18059360730594
2024-07-20,Direct,1.18091324200913
2024-07-21,Direct,1.18123287671233
2024-07-24,Direct,1.18219178082192
2024-07-25,Direct,1.18251141552511
2024-07-30,Direct,1.1841095890411
2024-08-01,Direct,1.18474885844749
2024-08-02,Direct,1.18506849315069
2024-08-04,Direct,1.18570776255708
2024-08-07,Direct,1.18666666666667
2024-08-08,Direct,1.18698630136986
2024-08-10,Direct,1.18762557077626
2024-08-11,Direct,1.18794520547945
2024-08-12,Direct,1.18826484018265
2024-08-13,Direct,1.18858447488584
2024-08-16,Direct,1.18954337899543
2024-08-18,Direct,1.19018264840183
2024-08-20,Direct,1.19082191780822
2024-08-21,Direct,1.19114155251142
2024-08-22,Direct,1.19146118721461
2024-08-24,Direct,1.192100456621
2024-08-26,Direct,1.1927397260274
2024-08-27,Direct,1.19305936073059
2024-08-28,Direct,1.19337899543379
2024-09-02,Direct,1.19497716894977
2024-09-05,Direct,1.19593607305936
2024-09-06,Direct,1.19625570776256
2024-09-07,Direct,1.19657534246575
2024-09-09,Direct,1.19721461187215
2024-09-12,Direct,1.19817351598174
2024-09-13,Direct,1.19849315068493
2024-09-15,Direct,1.19913242009132
2024-09-16,Direct,1.19945205479452
2024-09-17,Direct,1.19977168949772
2024-09-19,Direct,1.20041095890411
2024-09-20,Direct,1.20073059360731
2024-09-25,Direct,1.20232876712329
2024-09-28,Direct,1.20328767123288
2024-09-30,Direct,1.20392694063927
2024-10-01,Direct,1.20424657534247
2024-10-02,Direct,1.20456621004566
2024-10-03,Direct,1.20488584474886
2024-10-05,Direct,1.20552511415525
2024-10-06,Direct,1.20584474885845
2024-10-07,Direct,1.20616438356164
2024-10-08,Direct,1.20648401826484
